path,label,generator,score_mean,score_std,score_min,score_max,score_range,classification_flip
data/aigc_stage_a/SD14/000187.jpg,1,SD14,0.27648170708403913,0.0693199133357588,0.21716296346873198,0.3952277579770165,0.1780647945082845,0
data/aigc_stage_a/SD14/000629.jpg,1,SD14,0.5510424552297414,0.07684877485666228,0.49389688560488904,0.6837465913403263,0.1898497057354373,1
data/aigc_stage_a/SD14/000663.jpg,1,SD14,0.7191053731295327,0.044907246795645894,0.6719121747690848,0.7814264142434583,0.10951423947437344,0
data/aigc_stage_a/SD14/000697.jpg,1,SD14,0.8398409222718805,0.014797099330886401,0.8243656154447399,0.8636965689404376,0.03933095349569771,0
data/aigc_stage_a/SDXL/000021.jpg,1,SDXL,0.985633809059836,0.0059746373012743706,0.9760385425176376,0.9912075924686495,0.015169049951011981,0
data/aigc_stage_a/SDXL/000191.jpg,1,SDXL,0.5465815888983674,0.04978844508806205,0.4999138029256652,0.6204453000800698,0.12053149715440464,1
data/aigc_stage_a/SDXL/000633.jpg,1,SDXL,0.9710384558935315,0.002995743724085735,0.9668530380168835,0.9752113063324931,0.008358268315609596,0
data/aigc_stage_a/SDXL/000667.jpg,1,SDXL,0.8617699664025539,0.039949944861035924,0.8062202681661772,0.9121126478845869,0.1058923797184097,0
data/aigc_stage_a/SDXL/000701.jpg,1,SDXL,0.9733090309154162,0.004991479784868537,0.9665164350272389,0.978344938215601,0.011828503188362038,0
data/aigc_stage_a/VQDM/000029.jpg,1,VQDM,0.33957749415814364,0.07964632896627535,0.24598666188387738,0.43921602956213657,0.19322936767825918,0
data/aigc_stage_a/VQDM/000199.jpg,1,VQDM,0.77590436199182,0.0552498912354238,0.7182371962179956,0.8630531574103534,0.14481596119235773,0
data/aigc_stage_a/VQDM/000641.jpg,1,VQDM,0.9834141172043488,0.003229286744045203,0.9783095741344003,0.9864228266861531,0.00811325255175277,0
data/aigc_stage_a/VQDM/000675.jpg,1,VQDM,0.9990895805698319,8.873527878157978e-05,0.9989866738538591,0.9991720627825974,0.00018538892873831703,0
data/aigc_stage_a/VQDM/000709.jpg,1,VQDM,0.9592635006432882,0.014090275827466114,0.9413122257979717,0.9751858802507305,0.033873654452758806,0
data/aigc_stage_a/real/000000.jpg,0,real,0.02482333718416318,0.005665541542453396,0.015744869806351754,0.030302459373993666,0.014557589567641912,0
data/aigc_stage_a/real/000022.jpg,0,real,0.14676216798772035,0.008140105657096936,0.13616688366388885,0.15772671200337204,0.021559828339483195,0
data/aigc_stage_a/real/000026.jpg,0,real,0.02165069831276482,0.005813603604568271,0.01592093385113546,0.03138105328483281,0.01546011943369735,0
data/aigc_stage_a/real/000032.jpg,0,real,0.027358701718519212,0.009367132826634943,0.011397658486380528,0.035517940876481614,0.024120282390101087,0
data/aigc_stage_a/real/000074.jpg,0,real,0.02612328714101264,0.015937352051831267,0.011672909382417815,0.049388866330311434,0.03771595694789362,0
data/aigc_stage_a/real/000102.jpg,0,real,0.0685289133796729,0.012332883666305703,0.05314671572860838,0.08516147079348947,0.03201475506488109,0
data/aigc_stage_a/real/000108.jpg,0,real,0.15861944491052263,0.03999480048744511,0.12862083375565533,0.22198211133240514,0.09336127757674981,0
data/aigc_stage_a/real/000128.jpg,0,real,0.2629454625521134,0.02749283441325255,0.2253170956611643,0.29327804079646014,0.06796094513529582,0
data/aigc_stage_a/real/000138.jpg,0,real,0.07067493552905033,0.02058825769296102,0.04031698125092413,0.09512572583072411,0.05480874457979998,0
data/aigc_stage_a/real/000142.jpg,0,real,0.265047802882543,0.05295428286580895,0.22494100908803893,0.3520191625856623,0.12707815349762336,0
data/aigc_stage_a/real/000150.jpg,0,real,0.7885281983661778,0.04458632243338841,0.7184421442128834,0.8223652761486294,0.10392313193574598,0
data/aigc_stage_a/real/000160.jpg,0,real,0.014885311488560057,0.003540146999686019,0.010414882042286326,0.019724817905026795,0.00930993586274047,0
data/aigc_stage_a/real/000162.jpg,0,real,0.2513258720112998,0.07489101536739785,0.1822033636776971,0.34956176668040206,0.16735840300270496,0
data/aigc_stage_a/real/000164.jpg,0,real,0.016526865934254793,0.005682124884071496,0.011457145951672921,0.02614003343897423,0.014682887487301307,0
data/aigc_stage_a/real/000170.jpg,0,real,0.17233009809099906,0.0341251265745939,0.11946467219363292,0.20142478494932586,0.08196011275569294,0
data/aigc_stage_a/real/000174.jpg,0,real,0.06788397430897701,0.020852219766653295,0.03476000634712035,0.0876610979132002,0.052901091566079854,0
data/aigc_stage_a/real/000188.jpg,0,real,0.06227503679507125,0.0072301101377204606,0.054527332198292845,0.07129079546848646,0.016763463270193617,0
data/aigc_stage_a/real/000190.jpg,0,real,0.17977180076497837,0.035562146533090554,0.1370564769275522,0.23153491498456058,0.09447843805700837,0
data/aigc_stage_a/real/000206.jpg,0,real,0.5526727647317979,0.12532022908904725,0.34777317118125783,0.6840785760205199,0.3363054048392621,1
data/aigc_stage_a/real/000210.jpg,0,real,0.15725006314421144,0.04565890936327084,0.11712975150893509,0.23001167097032912,0.11288191946139403,0
data/aigc_stage_a/real/000218.jpg,0,real,0.10139192053719417,0.0645828990913035,0.05894164104370733,0.21496213193816652,0.15602049089445919,0
data/aigc_stage_a/real/000226.jpg,0,real,0.13814914537163098,0.04019776296893579,0.1038460638973462,0.20438053503160286,0.10053447113425666,0
data/aigc_stage_a/real/000252.jpg,0,real,0.22664182264655675,0.09072163180412489,0.10435664482209625,0.3254586856395237,0.22110204081742743,0
data/aigc_stage_a/real/000254.jpg,0,real,0.3750513236725506,0.10583817310755705,0.2959790956879504,0.5323408144070751,0.23636171871912476,1
data/aigc_stage_a/real/000260.jpg,0,real,0.1970195928054049,0.08096560574372129,0.12126437551216483,0.3262945184062606,0.20503014289409577,0
data/aigc_stage_a/real/000264.jpg,0,real,0.13030183924909366,0.07089941784564276,0.07885909020833519,0.2515562163515469,0.1726971261432117,0
data/aigc_stage_a/real/000276.jpg,0,real,0.014104265034897529,0.004274377078527101,0.006647527606012936,0.0172326717742963,0.010585144168283362,0
data/aigc_stage_a/real/000280.jpg,0,real,0.43070486154701965,0.044541860989145816,0.37721687882710175,0.4799425441126614,0.10272566528555965,0
data/aigc_stage_a/real/000292.jpg,0,real,0.18101409309121574,0.04635992861919687,0.12777900723965396,0.23519881855922628,0.10741981131957232,0
data/aigc_stage_a/real/000294.jpg,0,real,0.32149888817006234,0.09947595301365451,0.15626341671873595,0.42464492973580653,0.2683815130170706,0
data/aigc_stage_a/real/000302.jpg,0,real,0.19237158011933816,0.029047368719851255,0.15364580834056038,0.21553067170892798,0.0618848633683676,0
data/aigc_stage_a/real/000306.jpg,0,real,0.06315307110384641,0.023871162332795536,0.0315211013873765,0.0918826029986423,0.0603615016112658,0
data/aigc_stage_a/real/000314.jpg,0,real,0.08655430458878377,0.04185168600339993,0.04571454054081116,0.1516690468583344,0.10595450631752325,0
data/aigc_stage_a/real/000316.jpg,0,real,0.3585220892920165,0.09133659789373291,0.2576811629346479,0.4463361521610364,0.18865498922638851,0
data/aigc_stage_a/real/000320.jpg,0,real,0.22685669197932706,0.050301380706583604,0.1552459142254856,0.29620149008632746,0.14095557586084187,0
data/aigc_stage_a/real/000340.jpg,0,real,0.3112501407517663,0.1268167246920357,0.19603062149744974,0.5120187481657518,0.315988126668302,1
data/aigc_stage_a/real/000352.jpg,0,real,0.2169216888476077,0.06115417617246121,0.1691217310321083,0.3166530323224598,0.14753130129035147,0
data/aigc_stage_a/real/000354.jpg,0,real,0.1811116895615057,0.018214606126902858,0.15616723413806194,0.20755631669559657,0.05138908255753463,0
data/aigc_stage_a/real/000384.jpg,0,real,0.7178946695199351,0.11620438388439482,0.5487602060054438,0.8486974632579442,0.2999372572525003,0
data/aigc_stage_a/real/000394.jpg,0,real,0.07146552878935182,0.03846650040129377,0.01750389634796318,0.12165573819048525,0.10415184184252207,0
