image_id,path,label,generator,real_source,width,height,format,bytes,bpp,qtable_mean,min_side,aspect,is_png,is_square,is_pow2_side
aigc_52,data/aigc_stage_a/real/000052.jpg,0,real,aigc_benchmark_real,375,500,jpeg,71004,3.029504,36.234375,375,0.75,0,0,0
aigc_54,data/aigc_stage_a/real/000054.jpg,0,real,aigc_benchmark_real,640,426,jpeg,60724,1.7818075117370893,36.234375,426,1.5023474178403755,0,0,0
aigc_56,data/aigc_stage_a/real/000056.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9158,1.117919921875,36.234375,256,1.0,0,1,1
aigc_58,data/aigc_stage_a/real/000058.jpg,0,real,aigc_benchmark_real,256,256,jpeg,10678,1.303466796875,36.234375,256,1.0,0,1,1
aigc_60,data/aigc_stage_a/real/000060.jpg,0,real,aigc_benchmark_real,256,256,jpeg,14574,1.779052734375,36.234375,256,1.0,0,1,1
aigc_62,data/aigc_stage_a/real/000062.jpg,0,real,aigc_benchmark_real,500,375,jpeg,33994,1.4504106666666667,36.234375,375,1.3333333333333333,0,0,0
aigc_64,data/aigc_stage_a/real/000064.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,112843,0.8609237670898438,36.234375,1024,1.0,0,1,1
aigc_66,data/aigc_stage_a/real/000066.jpg,0,real,aigc_benchmark_real,500,375,jpeg,31746,1.354496,36.234375,375,1.3333333333333333,0,0,0
aigc_68,data/aigc_stage_a/real/000068.jpg,0,real,aigc_benchmark_real,500,376,jpeg,33885,1.4419148936170212,36.234375,376,1.3297872340425532,0,0,0
aigc_70,data/aigc_stage_a/real/000070.jpg,0,real,aigc_benchmark_real,256,256,jpeg,22186,2.708251953125,36.234375,256,1.0,0,1,1
aigc_72,data/aigc_stage_a/real/000072.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9712,1.185546875,36.234375,256,1.0,0,1,1
aigc_74,data/aigc_stage_a/real/000074.jpg,0,real,aigc_benchmark_real,640,518,jpeg,95200,2.2972972972972974,36.234375,518,1.2355212355212355,0,0,0
aigc_76,data/aigc_stage_a/real/000076.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15272,1.8642578125,36.234375,256,1.0,0,1,1
aigc_78,data/aigc_stage_a/real/000078.jpg,0,real,aigc_benchmark_real,500,333,jpeg,28040,1.3472672672672672,36.234375,333,1.5015015015015014,0,0,0
aigc_80,data/aigc_stage_a/real/000080.jpg,0,real,aigc_benchmark_real,709,510,jpeg,23944,0.5297491634171299,36.234375,510,1.3901960784313725,0,0,0
aigc_82,data/aigc_stage_a/real/000082.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15645,1.9097900390625,36.234375,256,1.0,0,1,1
aigc_84,data/aigc_stage_a/real/000084.jpg,0,real,aigc_benchmark_real,600,395,jpeg,22826,0.7704978902953586,36.234375,395,1.518987341772152,0,0,0
aigc_86,data/aigc_stage_a/real/000086.jpg,0,real,aigc_benchmark_real,500,454,jpeg,44374,1.56384140969163,36.234375,454,1.1013215859030836,0,0,0
aigc_88,data/aigc_stage_a/real/000088.jpg,0,real,aigc_benchmark_real,428,640,jpeg,47131,1.3764894859813084,36.234375,428,0.66875,0,0,0
aigc_90,data/aigc_stage_a/real/000090.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8579,1.0472412109375,36.234375,256,1.0,0,1,1
aigc_92,data/aigc_stage_a/real/000092.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9622,1.174560546875,36.234375,256,1.0,0,1,1
aigc_94,data/aigc_stage_a/real/000094.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13374,1.632568359375,36.234375,256,1.0,0,1,1
aigc_96,data/aigc_stage_a/real/000096.jpg,0,real,aigc_benchmark_real,375,500,jpeg,37953,1.619328,36.234375,375,0.75,0,0,0
aigc_98,data/aigc_stage_a/real/000098.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,82960,0.6329345703125,36.234375,1024,1.0,0,1,1
aigc_100,data/aigc_stage_a/real/000100.jpg,0,real,aigc_benchmark_real,500,368,jpeg,64566,2.8072173913043477,36.234375,368,1.358695652173913,0,0,0
aigc_102,data/aigc_stage_a/real/000102.jpg,0,real,aigc_benchmark_real,500,333,jpeg,43354,2.083075075075075,36.234375,333,1.5015015015015014,0,0,0
aigc_104,data/aigc_stage_a/real/000104.jpg,0,real,aigc_benchmark_real,256,256,jpeg,12221,1.4918212890625,36.234375,256,1.0,0,1,1
aigc_106,data/aigc_stage_a/real/000106.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15752,1.9228515625,36.234375,256,1.0,0,1,1
aigc_108,data/aigc_stage_a/real/000108.jpg,0,real,aigc_benchmark_real,427,640,jpeg,67208,1.967447306791569,36.234375,427,0.6671875,0,0,0
aigc_110,data/aigc_stage_a/real/000110.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15204,1.85595703125,36.234375,256,1.0,0,1,1
aigc_112,data/aigc_stage_a/real/000112.jpg,0,real,aigc_benchmark_real,500,500,jpeg,24900,0.7968,36.234375,500,1.0,0,1,0
aigc_114,data/aigc_stage_a/real/000114.jpg,0,real,aigc_benchmark_real,375,500,jpeg,26372,1.1252053333333334,36.234375,375,0.75,0,0,0
aigc_116,data/aigc_stage_a/real/000116.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8104,0.9892578125,36.234375,256,1.0,0,1,1
aigc_118,data/aigc_stage_a/real/000118.jpg,0,real,aigc_benchmark_real,540,720,jpeg,75395,1.5513374485596707,36.234375,540,0.75,0,0,0
aigc_120,data/aigc_stage_a/real/000120.jpg,0,real,aigc_benchmark_real,500,383,jpeg,51995,2.1721148825065275,36.234375,383,1.3054830287206267,0,0,0
aigc_122,data/aigc_stage_a/real/000122.jpg,0,real,aigc_benchmark_real,500,333,jpeg,20360,0.9782582582582583,36.234375,333,1.5015015015015014,0,0,0
aigc_124,data/aigc_stage_a/real/000124.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9198,1.122802734375,36.234375,256,1.0,0,1,1
aigc_126,data/aigc_stage_a/real/000126.jpg,0,real,aigc_benchmark_real,256,256,jpeg,11643,1.4212646484375,36.234375,256,1.0,0,1,1
aigc_128,data/aigc_stage_a/real/000128.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13544,1.6533203125,36.234375,256,1.0,0,1,1
aigc_130,data/aigc_stage_a/real/000130.jpg,0,real,aigc_benchmark_real,500,426,jpeg,33146,1.2449201877934273,36.234375,426,1.1737089201877935,0,0,0
aigc_132,data/aigc_stage_a/real/000132.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,100404,0.766021728515625,36.234375,1024,1.0,0,1,1
aigc_134,data/aigc_stage_a/real/000134.jpg,0,real,aigc_benchmark_real,620,478,jpeg,49513,1.3365636388176543,36.234375,478,1.297071129707113,0,0,0
aigc_136,data/aigc_stage_a/real/000136.jpg,0,real,aigc_benchmark_real,500,375,jpeg,39267,1.675392,36.234375,375,1.3333333333333333,0,0,0
aigc_138,data/aigc_stage_a/real/000138.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13018,1.589111328125,36.234375,256,1.0,0,1,1
aigc_140,data/aigc_stage_a/real/000140.jpg,0,real,aigc_benchmark_real,256,256,jpeg,20050,2.447509765625,36.234375,256,1.0,0,1,1
aigc_142,data/aigc_stage_a/real/000142.jpg,0,real,aigc_benchmark_real,640,427,jpeg,60347,1.7665983606557376,36.234375,427,1.4988290398126465,0,0,0
aigc_144,data/aigc_stage_a/real/000144.jpg,0,real,aigc_benchmark_real,256,256,jpeg,16059,1.9603271484375,36.234375,256,1.0,0,1,1
aigc_146,data/aigc_stage_a/real/000146.jpg,0,real,aigc_benchmark_real,500,375,jpeg,40819,1.7416106666666666,36.234375,375,1.3333333333333333,0,0,0
aigc_148,data/aigc_stage_a/real/000148.jpg,0,real,aigc_benchmark_real,500,394,jpeg,27617,1.121502538071066,36.234375,394,1.2690355329949239,0,0,0
aigc_150,data/aigc_stage_a/real/000150.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9364,1.14306640625,36.234375,256,1.0,0,1,1
aigc_152,data/aigc_stage_a/real/000152.jpg,0,real,aigc_benchmark_real,500,375,jpeg,33035,1.4094933333333333,36.234375,375,1.3333333333333333,0,0,0
aigc_154,data/aigc_stage_a/real/000154.jpg,0,real,aigc_benchmark_real,375,500,jpeg,62481,2.665856,36.234375,375,0.75,0,0,0
aigc_156,data/aigc_stage_a/real/000156.jpg,0,real,aigc_benchmark_real,640,427,jpeg,44117,1.2914812646370024,36.234375,427,1.4988290398126465,0,0,0
aigc_158,data/aigc_stage_a/real/000158.jpg,0,real,aigc_benchmark_real,256,256,jpeg,11046,1.348388671875,36.234375,256,1.0,0,1,1
aigc_160,data/aigc_stage_a/real/000160.jpg,0,real,aigc_benchmark_real,256,256,jpeg,16326,1.992919921875,36.234375,256,1.0,0,1,1
aigc_162,data/aigc_stage_a/real/000162.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13638,1.664794921875,36.234375,256,1.0,0,1,1
aigc_164,data/aigc_stage_a/real/000164.jpg,0,real,aigc_benchmark_real,500,375,jpeg,31424,1.3407573333333334,36.234375,375,1.3333333333333333,0,0,0
aigc_166,data/aigc_stage_a/real/000166.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,123362,0.9411773681640625,36.234375,1024,1.0,0,1,1
aigc_168,data/aigc_stage_a/real/000168.jpg,0,real,aigc_benchmark_real,500,375,jpeg,20229,0.863104,36.234375,375,1.3333333333333333,0,0,0
aigc_170,data/aigc_stage_a/real/000170.jpg,0,real,aigc_benchmark_real,500,375,jpeg,28311,1.207936,36.234375,375,1.3333333333333333,0,0,0
aigc_172,data/aigc_stage_a/real/000172.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15480,1.8896484375,36.234375,256,1.0,0,1,1
aigc_174,data/aigc_stage_a/real/000174.jpg,0,real,aigc_benchmark_real,256,256,jpeg,7470,0.911865234375,36.234375,256,1.0,0,1,1
aigc_176,data/aigc_stage_a/real/000176.jpg,0,real,aigc_benchmark_real,640,425,jpeg,51809,1.5237941176470589,36.234375,425,1.5058823529411764,0,0,0
aigc_178,data/aigc_stage_a/real/000178.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9162,1.118408203125,36.234375,256,1.0,0,1,1
aigc_180,data/aigc_stage_a/real/000180.jpg,0,real,aigc_benchmark_real,500,334,jpeg,40701,1.949748502994012,36.234375,334,1.4970059880239521,0,0,0
aigc_182,data/aigc_stage_a/real/000182.jpg,0,real,aigc_benchmark_real,375,500,jpeg,31848,1.358848,36.234375,375,0.75,0,0,0
aigc_184,data/aigc_stage_a/real/000184.jpg,0,real,aigc_benchmark_real,256,256,jpeg,16587,2.0247802734375,36.234375,256,1.0,0,1,1
aigc_186,data/aigc_stage_a/real/000186.jpg,0,real,aigc_benchmark_real,500,375,jpeg,37215,1.58784,36.234375,375,1.3333333333333333,0,0,0
aigc_188,data/aigc_stage_a/real/000188.jpg,0,real,aigc_benchmark_real,500,374,jpeg,32799,1.4031657754010696,36.234375,374,1.3368983957219251,0,0,0
aigc_190,data/aigc_stage_a/real/000190.jpg,0,real,aigc_benchmark_real,640,457,jpeg,58266,1.5937089715536106,36.234375,457,1.400437636761488,0,0,0
aigc_192,data/aigc_stage_a/real/000192.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8244,1.00634765625,36.234375,256,1.0,0,1,1
aigc_194,data/aigc_stage_a/real/000194.jpg,0,real,aigc_benchmark_real,256,256,jpeg,7899,0.9642333984375,36.234375,256,1.0,0,1,1
aigc_196,data/aigc_stage_a/real/000196.jpg,0,real,aigc_benchmark_real,256,256,jpeg,12209,1.4903564453125,36.234375,256,1.0,0,1,1
aigc_198,data/aigc_stage_a/real/000198.jpg,0,real,aigc_benchmark_real,500,500,jpeg,36116,1.155712,36.234375,500,1.0,0,1,0
aigc_200,data/aigc_stage_a/real/000200.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,83799,0.6393356323242188,36.234375,1024,1.0,0,1,1
aigc_202,data/aigc_stage_a/real/000202.jpg,0,real,aigc_benchmark_real,500,500,jpeg,105920,3.38944,36.234375,500,1.0,0,1,0
aigc_204,data/aigc_stage_a/real/000204.jpg,0,real,aigc_benchmark_real,375,500,jpeg,23465,1.0011733333333332,36.234375,375,0.75,0,0,0
aigc_206,data/aigc_stage_a/real/000206.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8804,1.07470703125,36.234375,256,1.0,0,1,1
aigc_208,data/aigc_stage_a/real/000208.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15802,1.928955078125,36.234375,256,1.0,0,1,1
aigc_210,data/aigc_stage_a/real/000210.jpg,0,real,aigc_benchmark_real,640,386,jpeg,93959,3.042713730569948,36.234375,386,1.6580310880829014,0,0,0
aigc_212,data/aigc_stage_a/real/000212.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8176,0.998046875,36.234375,256,1.0,0,1,1
aigc_214,data/aigc_stage_a/real/000214.jpg,0,real,aigc_benchmark_real,500,363,jpeg,38122,1.6803085399449036,29.03125,363,1.3774104683195592,0,0,0
aigc_216,data/aigc_stage_a/real/000216.jpg,0,real,aigc_benchmark_real,900,1000,jpeg,135761,1.2067644444444445,36.234375,900,0.9,0,0,0
aigc_218,data/aigc_stage_a/real/000218.jpg,0,real,aigc_benchmark_real,256,256,jpeg,12157,1.4840087890625,36.234375,256,1.0,0,1,1
aigc_220,data/aigc_stage_a/real/000220.jpg,0,real,aigc_benchmark_real,500,375,jpeg,53676,2.290176,36.234375,375,1.3333333333333333,0,0,0
aigc_222,data/aigc_stage_a/real/000222.jpg,0,real,aigc_benchmark_real,500,375,jpeg,16187,0.6906453333333333,36.234375,375,1.3333333333333333,0,0,0
aigc_224,data/aigc_stage_a/real/000224.jpg,0,real,aigc_benchmark_real,500,332,jpeg,29849,1.4385060240963856,36.234375,332,1.5060240963855422,0,0,0
aigc_226,data/aigc_stage_a/real/000226.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8432,1.029296875,36.234375,256,1.0,0,1,1
aigc_228,data/aigc_stage_a/real/000228.jpg,0,real,aigc_benchmark_real,256,256,jpeg,10796,1.31787109375,36.234375,256,1.0,0,1,1
aigc_230,data/aigc_stage_a/real/000230.jpg,0,real,aigc_benchmark_real,256,256,jpeg,15467,1.8880615234375,36.234375,256,1.0,0,1,1
aigc_232,data/aigc_stage_a/real/000232.jpg,0,real,aigc_benchmark_real,375,500,jpeg,39503,1.6854613333333333,36.234375,375,0.75,0,0,0
aigc_234,data/aigc_stage_a/real/000234.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,101118,0.7714691162109375,36.234375,1024,1.0,0,1,1
aigc_236,data/aigc_stage_a/real/000236.jpg,0,real,aigc_benchmark_real,500,334,jpeg,37945,1.8177245508982036,36.234375,334,1.4970059880239521,0,0,0
aigc_238,data/aigc_stage_a/real/000238.jpg,0,real,aigc_benchmark_real,500,424,jpeg,27845,1.050754716981132,36.234375,424,1.179245283018868,0,0,0
aigc_240,data/aigc_stage_a/real/000240.jpg,0,real,aigc_benchmark_real,256,256,jpeg,17698,2.160400390625,36.234375,256,1.0,0,1,1
aigc_242,data/aigc_stage_a/real/000242.jpg,0,real,aigc_benchmark_real,256,256,jpeg,12800,1.5625,36.234375,256,1.0,0,1,1
aigc_244,data/aigc_stage_a/real/000244.jpg,0,real,aigc_benchmark_real,640,513,jpeg,63655,1.5510477582846003,36.234375,513,1.2475633528265107,0,0,0
aigc_246,data/aigc_stage_a/real/000246.jpg,0,real,aigc_benchmark_real,256,256,jpeg,16989,2.0738525390625,36.234375,256,1.0,0,1,1
aigc_248,data/aigc_stage_a/real/000248.jpg,0,real,aigc_benchmark_real,366,500,jpeg,46042,2.0127650273224043,36.234375,366,0.732,0,0,0
aigc_250,data/aigc_stage_a/real/000250.jpg,0,real,aigc_benchmark_real,500,375,jpeg,55991,2.388949333333333,36.234375,375,1.3333333333333333,0,0,0
aigc_252,data/aigc_stage_a/real/000252.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8018,0.978759765625,36.234375,256,1.0,0,1,1
aigc_254,data/aigc_stage_a/real/000254.jpg,0,real,aigc_benchmark_real,500,322,jpeg,34857,1.732024844720497,36.234375,322,1.5527950310559007,0,0,0
aigc_256,data/aigc_stage_a/real/000256.jpg,0,real,aigc_benchmark_real,375,500,jpeg,31197,1.331072,36.234375,375,0.75,0,0,0
aigc_258,data/aigc_stage_a/real/000258.jpg,0,real,aigc_benchmark_real,425,640,jpeg,62273,1.8315588235294118,36.234375,425,0.6640625,0,0,0
aigc_260,data/aigc_stage_a/real/000260.jpg,0,real,aigc_benchmark_real,256,256,jpeg,9816,1.1982421875,36.234375,256,1.0,0,1,1
aigc_262,data/aigc_stage_a/real/000262.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13142,1.604248046875,36.234375,256,1.0,0,1,1
aigc_264,data/aigc_stage_a/real/000264.jpg,0,real,aigc_benchmark_real,256,256,jpeg,12978,1.584228515625,36.234375,256,1.0,0,1,1
aigc_266,data/aigc_stage_a/real/000266.jpg,0,real,aigc_benchmark_real,640,480,jpeg,34527,0.899140625,36.234375,480,1.3333333333333333,0,0,0
aigc_268,data/aigc_stage_a/real/000268.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,103979,0.7932968139648438,36.234375,1024,1.0,0,1,1
aigc_270,data/aigc_stage_a/real/000270.jpg,0,real,aigc_benchmark_real,369,491,jpeg,29836,1.3174153737464054,36.234375,369,0.7515274949083504,0,0,0
aigc_272,data/aigc_stage_a/real/000272.jpg,0,real,aigc_benchmark_real,600,450,jpeg,35341,1.0471407407407407,36.234375,450,1.3333333333333333,0,0,0
aigc_274,data/aigc_stage_a/real/000274.jpg,0,real,aigc_benchmark_real,256,256,jpeg,17389,2.1226806640625,36.234375,256,1.0,0,1,1
aigc_276,data/aigc_stage_a/real/000276.jpg,0,real,aigc_benchmark_real,256,256,jpeg,14262,1.740966796875,36.234375,256,1.0,0,1,1
aigc_278,data/aigc_stage_a/real/000278.jpg,0,real,aigc_benchmark_real,640,427,jpeg,59541,1.743003512880562,36.234375,427,1.4988290398126465,0,0,0
aigc_280,data/aigc_stage_a/real/000280.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8300,1.01318359375,36.234375,256,1.0,0,1,1
aigc_282,data/aigc_stage_a/real/000282.jpg,0,real,aigc_benchmark_real,500,375,jpeg,34694,1.4802773333333332,36.234375,375,1.3333333333333333,0,0,0
aigc_284,data/aigc_stage_a/real/000284.jpg,0,real,aigc_benchmark_real,500,375,jpeg,38579,1.6460373333333334,36.234375,375,1.3333333333333333,0,0,0
aigc_286,data/aigc_stage_a/real/000286.jpg,0,real,aigc_benchmark_real,256,256,jpeg,6857,0.8370361328125,36.234375,256,1.0,0,1,1
aigc_288,data/aigc_stage_a/real/000288.jpg,0,real,aigc_benchmark_real,500,375,jpeg,21354,0.911104,36.234375,375,1.3333333333333333,0,0,0
aigc_290,data/aigc_stage_a/real/000290.jpg,0,real,aigc_benchmark_real,500,375,jpeg,46278,1.974528,36.234375,375,1.3333333333333333,0,0,0
aigc_292,data/aigc_stage_a/real/000292.jpg,0,real,aigc_benchmark_real,640,427,jpeg,44915,1.3148419203747073,36.234375,427,1.4988290398126465,0,0,0
aigc_294,data/aigc_stage_a/real/000294.jpg,0,real,aigc_benchmark_real,256,256,jpeg,6603,0.8060302734375,36.234375,256,1.0,0,1,1
aigc_296,data/aigc_stage_a/real/000296.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13795,1.6839599609375,36.234375,256,1.0,0,1,1
aigc_298,data/aigc_stage_a/real/000298.jpg,0,real,aigc_benchmark_real,256,256,jpeg,14112,1.72265625,36.234375,256,1.0,0,1,1
aigc_300,data/aigc_stage_a/real/000300.jpg,0,real,aigc_benchmark_real,500,400,jpeg,19541,0.78164,36.234375,400,1.25,0,0,0
aigc_302,data/aigc_stage_a/real/000302.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,94897,0.7240066528320312,36.234375,1024,1.0,0,1,1
aigc_304,data/aigc_stage_a/real/000304.jpg,0,real,aigc_benchmark_real,500,409,jpeg,49290,1.9282151589242054,36.234375,409,1.2224938875305624,0,0,0
aigc_306,data/aigc_stage_a/real/000306.jpg,0,real,aigc_benchmark_real,500,375,jpeg,51770,2.2088533333333333,36.234375,375,1.3333333333333333,0,0,0
aigc_308,data/aigc_stage_a/real/000308.jpg,0,real,aigc_benchmark_real,256,256,jpeg,22058,2.692626953125,36.234375,256,1.0,0,1,1
aigc_310,data/aigc_stage_a/real/000310.jpg,0,real,aigc_benchmark_real,256,256,jpeg,20601,2.5147705078125,36.234375,256,1.0,0,1,1
aigc_312,data/aigc_stage_a/real/000312.jpg,0,real,aigc_benchmark_real,478,640,jpeg,63398,1.657897489539749,36.234375,478,0.746875,0,0,0
aigc_314,data/aigc_stage_a/real/000314.jpg,0,real,aigc_benchmark_real,256,256,jpeg,19193,2.3428955078125,36.234375,256,1.0,0,1,1
aigc_316,data/aigc_stage_a/real/000316.jpg,0,real,aigc_benchmark_real,333,500,jpeg,47455,2.28012012012012,36.234375,333,0.666,0,0,0
aigc_318,data/aigc_stage_a/real/000318.jpg,0,real,aigc_benchmark_real,900,464,jpeg,67236,1.2880459770114943,36.234375,464,1.9396551724137931,0,0,0
aigc_320,data/aigc_stage_a/real/000320.jpg,0,real,aigc_benchmark_real,256,256,jpeg,8673,1.0587158203125,36.234375,256,1.0,0,1,1
aigc_322,data/aigc_stage_a/real/000322.jpg,0,real,aigc_benchmark_real,500,375,jpeg,34709,1.4809173333333334,36.234375,375,1.3333333333333333,0,0,0
aigc_324,data/aigc_stage_a/real/000324.jpg,0,real,aigc_benchmark_real,500,359,jpeg,30617,1.3645459610027855,36.234375,359,1.392757660167131,0,0,0
aigc_326,data/aigc_stage_a/real/000326.jpg,0,real,aigc_benchmark_real,640,427,jpeg,45404,1.3291569086651054,36.234375,427,1.4988290398126465,0,0,0
aigc_328,data/aigc_stage_a/real/000328.jpg,0,real,aigc_benchmark_real,256,256,jpeg,7403,0.9036865234375,36.234375,256,1.0,0,1,1
aigc_330,data/aigc_stage_a/real/000330.jpg,0,real,aigc_benchmark_real,256,256,jpeg,11357,1.3863525390625,36.234375,256,1.0,0,1,1
aigc_332,data/aigc_stage_a/real/000332.jpg,0,real,aigc_benchmark_real,256,256,jpeg,13659,1.6673583984375,36.234375,256,1.0,0,1,1
aigc_334,data/aigc_stage_a/real/000334.jpg,0,real,aigc_benchmark_real,500,375,jpeg,47830,2.0407466666666667,36.234375,375,1.3333333333333333,0,0,0
aigc_336,data/aigc_stage_a/real/000336.jpg,0,real,aigc_benchmark_real,1024,1024,jpeg,88963,0.6787338256835938,36.234375,1024,1.0,0,1,1
aigc_338,data/aigc_stage_a/real/000338.jpg,0,real,aigc_benchmark_real,500,375,jpeg,28190,1.2027733333333332,36.234375,375,1.3333333333333333,0,0,0
aigc_340,data/aigc_stage_a/real/000340.jpg,0,real,aigc_benchmark_real,359,500,jpeg,21934,0.9775598885793871,36.234375,359,0.718,0,0,0
aigc_342,data/aigc_stage_a/real/000342.jpg,0,real,aigc_benchmark_real,256,256,jpeg,6972,0.85107421875,36.234375,256,1.0,0,1,1
aigc_344,data/aigc_stage_a/real/000344.jpg,0,real,aigc_benchmark_real,256,256,jpeg,23498,2.868408203125,36.234375,256,1.0,0,1,1
