generator,content_id,label,curvature_observed,curvature_predicted_from_vae,curvature_residual_vs_vae
sd15,coco2014_COCO_val2014_000000079446,0,0.3255094800776438,0.32896695228083844,-0.0034574722031946448
sd15,coco2014_COCO_val2014_000000079446,1,0.3324136992027934,0.32547325662046306,0.006940442582330342
sd15,coco2014_COCO_val2014_000000279806,0,0.3666340571516025,0.31717025721650266,0.04946379993509986
sd15,coco2014_COCO_val2014_000000279806,1,0.3678171583912926,0.37261704953895985,-0.004799891147667268
sd15,coco2014_COCO_val2014_000000289714,0,0.31466073735131234,0.3769515494785093,-0.06229081212719695
sd15,coco2014_COCO_val2014_000000289714,1,0.34701310431844307,0.31192509548032665,0.03508800883811641
sd15,coco2014_COCO_val2014_000000092624,0,0.42712552194856623,0.42299064454394353,0.0041348774046227055
sd15,coco2014_COCO_val2014_000000092624,1,0.35159524936989095,0.3437044057818282,0.007890843588062746
sd15,coco2014_COCO_val2014_000000417339,0,0.4004428965233914,0.36223492814412606,0.03820796837926532
sd15,coco2014_COCO_val2014_000000417339,1,0.28668686585543646,0.3281284074966794,-0.04144154164124292
sd15,coco2014_COCO_val2014_000000059532,0,0.40264966381672185,0.3719378483585122,0.030711815458209668
sd15,coco2014_COCO_val2014_000000059532,1,0.32065514347975255,0.34004058238586143,-0.019385438906108887
sd15,coco2014_COCO_val2014_000000262576,0,0.368236543858727,0.3466702992921826,0.02156624456654438
sd15,coco2014_COCO_val2014_000000262576,1,0.3513501453729776,0.3405572388905077,0.010792906482469888
sd15,coco2014_COCO_val2014_000000304305,0,0.3175363998667643,0.3580627340080251,-0.04052633414126078
sd15,coco2014_COCO_val2014_000000304305,1,0.3379949718262564,0.3548358043769577,-0.016840832550701346
sd15,coco2014_COCO_val2014_000000068257,0,0.3488826066597188,0.3515587486881455,-0.002676142028426698
sd15,coco2014_COCO_val2014_000000068257,1,0.2866804652219578,0.3316376277548839,-0.04495716253292614
sd15,coco2014_COCO_val2014_000000100510,0,0.39719806043576833,0.36432165937138095,0.032876401064387384
sd15,coco2014_COCO_val2014_000000100510,1,0.3889149316113967,0.3535148093899055,0.03540012222149119
sd15,coco2014_COCO_val2014_000000397628,0,0.3372080669996602,0.3398259910589047,-0.002617924059244492
sd15,coco2014_COCO_val2014_000000397628,1,0.33152962590040896,0.36463337780062843,-0.03310375190021947
sd15,coco2014_COCO_val2014_000000328818,0,0.4224783279389924,0.37515091529218586,0.047327412646806566
sd15,coco2014_COCO_val2014_000000328818,1,0.36655018037565235,0.35469426187995723,0.011855918495695117
sdxl,coco2014_COCO_val2014_000000313399,0,0.3887199141709382,0.34373192765684046,0.044987986514097744
sdxl,coco2014_COCO_val2014_000000396676,0,0.3466124774259284,0.37335623624077485,-0.026743758814846474
sdxl,coco2014_COCO_val2014_000000068005,0,0.391341799637608,0.36372891735275686,0.027612882284851148
sdxl,coco2014_COCO_val2014_000000025138,0,0.39323441587200236,0.3607946277437525,0.03243978812824988
sdxl,coco2014_COCO_val2014_000000087581,0,0.3431335134584437,0.37760135762232977,-0.0344678441638861
sdxl,coco2014_COCO_val2014_000000523517,0,0.3825520707473097,0.38688216344739124,-0.004330092700081556
sdxl,coco2014_COCO_val2014_000000107839,0,0.2932638225934414,0.3293304064576705,-0.03606658386422906
sdxl,coco2014_COCO_val2014_000000125997,0,0.34975979189142936,0.3513573728442226,-0.0015975809527932205
sdxl,coco2014_COCO_val2014_000000304964,0,0.35829082337340373,0.35767326841713404,0.0006175549562696947
sdxl,coco2014_COCO_val2014_000000474465,0,0.3610462242146956,0.38002127136348174,-0.018975047148786117
sdxl,coco2014_COCO_val2014_000000214363,0,0.35841982700353764,0.3570700715769854,0.001349755426552246
sdxl,coco2014_COCO_val2014_000000207239,0,0.313120158460594,0.3586919318078531,-0.04557177334725909
sdxl,coco2014_COCO_val2014_000000552979,0,0.4218261929806056,0.3696700837771394,0.052156109203466194
sdxl,coco2014_COCO_val2014_000000482242,0,0.4049504888108307,0.36975383683994617,0.03519665197088451
sdxl,coco2014_COCO_val2014_000000061897,0,0.37467970522497396,0.37636261795954534,-0.0016829127345713846
sdxl,coco2014_COCO_val2014_000000263073,0,0.3238969400891511,0.34388268791818477,-0.019985747829033673
sdxl,coco2014_COCO_val2014_000000275751,0,0.36090868102633944,0.3602133775947971,0.0006953034315423379
sdxl,coco2014_COCO_val2014_000000112820,0,0.3691429071547499,0.37110920184085266,-0.0019662946861027653
sdxl,coco2014_COCO_val2014_000000492271,0,0.3552646034481938,0.3664447097105735,-0.011180106262379697
sdxl,coco2014_COCO_val2014_000000097967,0,0.34079913033315595,0.36533477411726245,-0.024535643784106498
sdxl,coco2014_COCO_val2014_000000064779,0,0.34976655174014626,0.3563845273830045,-0.006617975642858265
sdxl,coco2014_COCO_val2014_000000532983,0,0.3831958479636115,0.37129329119013965,0.01190255677347185
sdxl,coco2014_COCO_val2014_000000454478,0,0.37776742037063643,0.3707229256641911,0.007044494706445303
sdxl,coco2014_COCO_val2014_000000241867,0,0.3430724746784484,0.34455064664035995,-0.001478171961911523
sdxl,coco2014_COCO_val2014_000000172279,0,0.3808673440221762,0.3827925749416997,-0.0019252309195235129
sdxl,coco2014_COCO_val2014_000000417373,0,0.3969136837250907,0.3661231610197574,0.030790522705333334
sdxl,coco2014_COCO_val2014_000000249534,0,0.4058651460976169,0.355206567915299,0.05065857818231795
sdxl,coco2014_COCO_val2014_000000078176,0,0.34597698740428984,0.34842738966950143,-0.002450402265211593
sdxl,coco2014_COCO_val2014_000000371529,0,0.357461897729871,0.3589300660516605,-0.0014681683217894759
sdxl,coco2014_COCO_val2014_000000389869,0,0.3921226996471367,0.3846234927632258,0.007499206883910869
sdxl,coco2014_COCO_val2014_000000074591,0,0.4048120266577138,0.38300120794766634,0.021810818710047475
sdxl,coco2014_COCO_val2014_000000468778,0,0.39628564580199516,0.37182973610111336,0.024455909700881795
sdxl,coco2014_COCO_val2014_000000218855,0,0.3709590992384939,0.36564102112525665,0.005318078113237257
sdxl,coco2014_COCO_val2014_000000556130,0,0.344277384836023,0.37758333258577326,-0.033305947749750264
sdxl,coco2014_COCO_val2014_000000040102,0,0.3757022273800722,0.4183507096268152,-0.042648482246743
sdxl,coco2014_COCO_val2014_000000341118,0,0.3261183369979882,0.33150626211290984,-0.005387925114921643
sdxl,coco2014_COCO_val2014_000000228722,0,0.3803242481672052,0.35847559832105946,0.021848649846145762
sdxl,coco2014_COCO_val2014_000000579673,0,0.33363852679862316,0.34082121498381784,-0.0071826881851946855
sdxl,coco2014_COCO_val2014_000000508167,0,0.3077490259906033,0.30914973168033855,-0.001400705689735271
sdxl,coco2014_COCO_val2014_000000377427,0,0.38598435026640054,0.36864335661452474,0.017340993651875802
sdxl,coco2014_COCO_val2014_000000293452,0,0.37444781446258923,0.38133724358261734,-0.006889429120028101
sdxl,coco2014_COCO_val2014_000000176606,0,0.381856726486423,0.3927902267622187,-0.010933500275795704
sdxl,coco2014_COCO_val2014_000000158250,0,0.3293024318627667,0.35174565817132675,-0.02244322630856005
sdxl,coco2014_COCO_val2014_000000194780,0,0.3778176050037016,0.3436586309434743,0.034158974060227276
sdxl,coco2014_COCO_val2014_000000389308,0,0.36643826217051234,0.3507894819338767,0.01564878023663563
sdxl,coco2014_COCO_val2014_000000172553,0,0.3147702659611481,0.3491939893978818,-0.03442372343673372
sdxl,coco2014_COCO_val2014_000000500316,0,0.3725785667391021,0.38874301283498236,-0.016164446095880247
sdxl,coco2014_COCO_val2014_000000438505,0,0.37367556472158703,0.35610052689555594,0.017575037826031092
sdxl,coco2014_COCO_val2014_000000079446,0,0.3255094800776438,0.3371252020014898,-0.011615721923846023
sdxl,coco2014_COCO_val2014_000000279806,0,0.3666340571516025,0.3339942635805244,0.0326397935710781
sdxl,coco2014_COCO_val2014_000000289714,0,0.31466073735131234,0.3835128560700396,-0.06885211871872726
sdxl,coco2014_COCO_val2014_000000092624,0,0.42712552194856623,0.4225833963286501,0.004542125619916126
sdxl,coco2014_COCO_val2014_000000417339,0,0.4004428965233914,0.3686288123948896,0.031814084128501785
sdxl,coco2014_COCO_val2014_000000059532,0,0.40264966381672185,0.377740043917452,0.024909619899269875
sdxl,coco2014_COCO_val2014_000000262576,0,0.368236543858727,0.3517525678726655,0.016483975986061494
sdxl,coco2014_COCO_val2014_000000304305,0,0.3175363998667643,0.3624556823667541,-0.04491928249998978
sdxl,coco2014_COCO_val2014_000000068257,0,0.3488826066597188,0.3588129075358794,-0.009930300876160592
sdxl,coco2014_COCO_val2014_000000100510,0,0.39719806043576833,0.3648495674493252,0.032348492986443156
sdxl,coco2014_COCO_val2014_000000397628,0,0.3372080669996602,0.34994690762894987,-0.01273884062928965
sdxl,coco2014_COCO_val2014_000000328818,0,0.4224783279389924,0.377906854016557,0.044571473922435434
sdxl,coco2014_COCO_val2014_000000025138,1,0.30458342078133627,0.3324353380942663,-0.02785191731293002
sdxl,coco2014_COCO_val2014_000000040102,1,0.3509098728285941,0.35592345101666045,-0.005013578188066359
sdxl,coco2014_COCO_val2014_000000059532,1,0.30260223105114836,0.28312071345425577,0.019481517596892595
sdxl,coco2014_COCO_val2014_000000061897,1,0.32988280324354213,0.32769197642401704,0.0021908268195250935
sdxl,coco2014_COCO_val2014_000000064779,1,0.33816497378131377,0.35003582702227504,-0.011870853240961265
sdxl,coco2014_COCO_val2014_000000068005,1,0.3336090375359399,0.35899467369592386,-0.02538563615998396
sdxl,coco2014_COCO_val2014_000000068257,1,0.35479217478218944,0.3383425144014895,0.01644966038069995
sdxl,coco2014_COCO_val2014_000000074591,1,0.295506606042509,0.34834569885980404,-0.05283909281729504
sdxl,coco2014_COCO_val2014_000000078176,1,0.36386295074142505,0.3686542563659846,-0.004791305624559539
sdxl,coco2014_COCO_val2014_000000079446,1,0.3350040042138734,0.33418498528390483,0.0008190189299685513
sdxl,coco2014_COCO_val2014_000000087581,1,0.3939873672861503,0.3635798488306764,0.030407518455473903
sdxl,coco2014_COCO_val2014_000000092624,1,0.3502288971093125,0.35522502545738366,-0.0049961283480711716
sdxl,coco2014_COCO_val2014_000000097967,1,0.3038203676844795,0.3458757617377162,-0.04205539405323672
sdxl,coco2014_COCO_val2014_000000100510,1,0.3816586833398373,0.35449974726195205,0.027158936077885276
sdxl,coco2014_COCO_val2014_000000107839,1,0.311615795317773,0.32835876017570687,-0.016742964857933862
sdxl,coco2014_COCO_val2014_000000112820,1,0.35490965923913875,0.3402429648533647,0.01466669438577406
sdxl,coco2014_COCO_val2014_000000125997,1,0.338460492335489,0.33069503073568257,0.007765461599806456
sdxl,coco2014_COCO_val2014_000000158250,1,0.28661757682496825,0.3261210869819733,-0.03950351015700504
sdxl,coco2014_COCO_val2014_000000172279,1,0.3575534671630882,0.3635730583743648,-0.006019591211276598
sdxl,coco2014_COCO_val2014_000000172553,1,0.3595042922016028,0.3526648991009035,0.006839393100699309
sdxl,coco2014_COCO_val2014_000000176606,1,0.358744977689881,0.36541972571894543,-0.006674748029064426
sdxl,coco2014_COCO_val2014_000000194780,1,0.298515319287389,0.33084385611195366,-0.03232853682456466
sdxl,coco2014_COCO_val2014_000000207239,1,0.29440323451351347,0.30717490433036787,-0.012771669816854403
sdxl,coco2014_COCO_val2014_000000214363,1,0.32601803826903547,0.3199800453671666,0.006037992901868849
sdxl,coco2014_COCO_val2014_000000218855,1,0.35725618709690227,0.3438716104590004,0.01338457663790188
sdxl,coco2014_COCO_val2014_000000228722,1,0.34000386129829663,0.33399214754678475,0.006011713751511882
sdxl,coco2014_COCO_val2014_000000241867,1,0.31262072454702394,0.3410162700291316,-0.028395545482107654
sdxl,coco2014_COCO_val2014_000000249534,1,0.3170676403771361,0.3404705459647753,-0.02340290558763919
sdxl,coco2014_COCO_val2014_000000262576,1,0.2757398787685561,0.299189625008327,-0.02344974623977092
sdxl,coco2014_COCO_val2014_000000263073,1,0.3348335997600607,0.33252236630193266,0.002311233458128059
sdxl,coco2014_COCO_val2014_000000275751,1,0.33769292965181846,0.345544660225184,-0.007851730573365523
sdxl,coco2014_COCO_val2014_000000279806,1,0.3315475879454349,0.3402709115776833,-0.008723323632248425
sdxl,coco2014_COCO_val2014_000000289714,1,0.3384071220449263,0.34319380829716356,-0.004786686252237271
sdxl,coco2014_COCO_val2014_000000293452,1,0.3728431976624183,0.33944667379113463,0.03339652387128367
sdxl,coco2014_COCO_val2014_000000304305,1,0.35653361461540306,0.32340360852630795,0.03313000608909511
sdxl,coco2014_COCO_val2014_000000304964,1,0.3677420488522067,0.33473558726760705,0.03300646158459963
sdxl,coco2014_COCO_val2014_000000313399,1,0.3344035501205096,0.33045278496544317,0.003950765155066427
sdxl,coco2014_COCO_val2014_000000328818,1,0.3320857774483177,0.34079698078045334,-0.008711203332135653
sdxl,coco2014_COCO_val2014_000000341118,1,0.3529635801636414,0.33434052858358965,0.01862305158005173
sdxl,coco2014_COCO_val2014_000000371529,1,0.3310721385462524,0.3222140036192681,0.008858134926984285
sdxl,coco2014_COCO_val2014_000000377427,1,0.3667493128431407,0.3372842881231848,0.029465024719955935
sdxl,coco2014_COCO_val2014_000000389308,1,0.365187980990992,0.3382591215573238,0.026928859433668184
sdxl,coco2014_COCO_val2014_000000389869,1,0.3651984105068252,0.3290676731502857,0.036130737356539544
sdxl,coco2014_COCO_val2014_000000396676,1,0.3659503208368272,0.32772425524356347,0.03822606559326375
sdxl,coco2014_COCO_val2014_000000397628,1,0.34676748540293967,0.33722943446357284,0.009538050939366827
sdxl,coco2014_COCO_val2014_000000417339,1,0.30844325842016845,0.31906196266679443,-0.010618704246625976
sdxl,coco2014_COCO_val2014_000000417373,1,0.3632692896356785,0.33929686469561354,0.023972424940064962
sdxl,coco2014_COCO_val2014_000000438505,1,0.3689117184021087,0.3401251714350372,0.028786546967071502
sdxl,coco2014_COCO_val2014_000000454478,1,0.3387569931680903,0.3399616231798249,-0.0012046300117345976
sdxl,coco2014_COCO_val2014_000000468778,1,0.3467259727341707,0.35000552213563835,-0.0032795494014676296
sdxl,coco2014_COCO_val2014_000000474465,1,0.27915101398721537,0.34004903629234173,-0.060898022305126365
sdxl,coco2014_COCO_val2014_000000482242,1,0.3269722750774738,0.3254838707815465,0.0014884042959272814
sdxl,coco2014_COCO_val2014_000000492271,1,0.3401566351506846,0.34077050440018675,-0.0006138692495021303
sdxl,coco2014_COCO_val2014_000000500316,1,0.35191138046554715,0.3376125113474701,0.01429886911807704
sdxl,coco2014_COCO_val2014_000000508167,1,0.3292346605475348,0.34472986500452985,-0.015495204456995038
sdxl,coco2014_COCO_val2014_000000523517,1,0.3073888723786964,0.33654431070026203,-0.02915543832156564
sdxl,coco2014_COCO_val2014_000000532983,1,0.3708095831707367,0.3435302124710752,0.02727937069966152
sdxl,coco2014_COCO_val2014_000000552979,1,0.27500643213770776,0.3279213147534568,-0.05291488261574906
sdxl,coco2014_COCO_val2014_000000556130,1,0.32101239481502497,0.34984996537652485,-0.02883757056149988
sdxl,coco2014_COCO_val2014_000000579673,1,0.3637461808478006,0.36326145413284594,0.0004847267149546419
pixart_dit,coco2014_COCO_val2014_000000313399,0,0.3887199141709382,0.34877010606216385,0.039949808108774354
pixart_dit,coco2014_COCO_val2014_000000396676,0,0.3466124774259284,0.36948457588801864,-0.022872098462090262
pixart_dit,coco2014_COCO_val2014_000000068005,0,0.391341799637608,0.3669491872381823,0.024392612399425695
pixart_dit,coco2014_COCO_val2014_000000025138,0,0.39323441587200236,0.3628120524006745,0.030422363471327873
pixart_dit,coco2014_COCO_val2014_000000087581,0,0.3431335134584437,0.3817117388100386,-0.03857822535159494
pixart_dit,coco2014_COCO_val2014_000000523517,0,0.3825520707473097,0.38558935932052324,-0.003037288573213559
pixart_dit,coco2014_COCO_val2014_000000107839,0,0.2932638225934414,0.33510251938694424,-0.04183869679350283
pixart_dit,coco2014_COCO_val2014_000000125997,0,0.34975979189142936,0.3556010508858013,-0.005841258994371934
pixart_dit,coco2014_COCO_val2014_000000304964,0,0.35829082337340373,0.3611682435247195,-0.002877420151315757
pixart_dit,coco2014_COCO_val2014_000000474465,0,0.3610462242146956,0.37827541592036196,-0.017229191705666336
pixart_dit,coco2014_COCO_val2014_000000214363,0,0.35841982700353764,0.35624564606615644,0.0021741809373811982
pixart_dit,coco2014_COCO_val2014_000000207239,0,0.313120158460594,0.3648374935947736,-0.05171733513417959
pixart_dit,coco2014_COCO_val2014_000000552979,0,0.4218261929806056,0.3691767031509506,0.052649489829655005
pixart_dit,coco2014_COCO_val2014_000000482242,0,0.4049504888108307,0.37012425273032545,0.034826236080505224
pixart_dit,coco2014_COCO_val2014_000000061897,0,0.37467970522497396,0.375120019191972,-0.0004403139669980627
pixart_dit,coco2014_COCO_val2014_000000263073,0,0.3238969400891511,0.3455865947607212,-0.02168965467157008
pixart_dit,coco2014_COCO_val2014_000000275751,0,0.36090868102633944,0.3576577316418041,0.003250949384535351
pixart_dit,coco2014_COCO_val2014_000000112820,0,0.3691429071547499,0.368766710998062,0.0003761961566878802
pixart_dit,coco2014_COCO_val2014_000000492271,0,0.3552646034481938,0.3669065443282884,-0.01164194088009457
pixart_dit,coco2014_COCO_val2014_000000097967,0,0.34079913033315595,0.36723863568129916,-0.02643950534814321
pixart_dit,coco2014_COCO_val2014_000000064779,0,0.34976655174014626,0.3591138494165616,-0.009347297676415345
pixart_dit,coco2014_COCO_val2014_000000532983,0,0.3831958479636115,0.3690575686612689,0.014138279302342627
pixart_dit,coco2014_COCO_val2014_000000454478,0,0.37776742037063643,0.37305778552975444,0.004709634840881993
pixart_dit,coco2014_COCO_val2014_000000241867,0,0.3430724746784484,0.34490845663614667,-0.0018359819576982406
pixart_dit,coco2014_COCO_val2014_000000172279,0,0.3808673440221762,0.3778863891607112,0.0029809548614649906
pixart_dit,coco2014_COCO_val2014_000000417373,0,0.3969136837250907,0.36630462921205253,0.030609054513038192
