generator,content_id,label,s_vae_oof_mean,curvature_predicted_from_svae,curvature_residual_vs_svae
sd15,coco2014_COCO_val2014_000000500316,0,0.3372797263346528,0.3873120175184842,-0.014733450779382096
sd15,coco2014_COCO_val2014_000000500316,1,0.43985843781251316,0.3648552221436997,-0.00639194227503409
sd15,coco2014_COCO_val2014_000000438505,0,0.5025902515029996,0.350728729286771,0.022946835434816015
sd15,coco2014_COCO_val2014_000000438505,1,0.5135689715168823,0.3482710734506306,0.005941553370669872
sd15,coco2014_COCO_val2014_000000079446,0,0.6251657870298455,0.3248022966776346,0.0007071834000091926
sd15,coco2014_COCO_val2014_000000079446,1,0.6136157858029829,0.3270490079226377,0.005364691280155709
sd15,coco2014_COCO_val2014_000000279806,0,0.6361146041834964,0.3206550509854632,0.04597900616613931
sd15,coco2014_COCO_val2014_000000279806,1,0.4140198074007322,0.3698770680246194,-0.0020599096333268063
sd15,coco2014_COCO_val2014_000000289714,0,0.42410796903449144,0.36861190230432184,-0.0539511649530095
sd15,coco2014_COCO_val2014_000000289714,1,0.652742844757952,0.3181528144956401,0.028860289822802976
sd15,coco2014_COCO_val2014_000000092624,0,0.20016554137188042,0.4143615775453121,0.012763944403254124
sd15,coco2014_COCO_val2014_000000092624,1,0.4688584282593425,0.3575574252317221,-0.005962175861831176
sd15,coco2014_COCO_val2014_000000417339,0,0.44454744639234695,0.3632820576414578,0.037160838881933556
sd15,coco2014_COCO_val2014_000000417339,1,0.7937382460368425,0.29076032245915157,-0.004073456603715109
sd15,coco2014_COCO_val2014_000000059532,0,0.3836414877047736,0.3758526198485284,0.026797043968193435
sd15,coco2014_COCO_val2014_000000059532,1,0.5310100062443287,0.34511173506230447,-0.024456591582551923
sd15,coco2014_COCO_val2014_000000262576,0,0.5353139895457387,0.34333724995744547,0.02489929390128154
sd15,coco2014_COCO_val2014_000000262576,1,0.5534189571788966,0.33943293226268506,0.011917213110292535
sd15,coco2014_COCO_val2014_000000304305,0,0.48006678724294216,0.3553502462690253,-0.03781384640226099
sd15,coco2014_COCO_val2014_000000304305,1,0.48491685149260233,0.35432946025092665,-0.01633448842467028
sd15,coco2014_COCO_val2014_000000068257,0,0.48973973086320044,0.353763286863613,-0.004880680203894205
sd15,coco2014_COCO_val2014_000000068257,1,0.5900853766203534,0.33296717165336936,-0.046286706431411584
sd15,coco2014_COCO_val2014_000000100510,0,0.49645453582164495,0.35204881563336665,0.04514924480240168
sd15,coco2014_COCO_val2014_000000100510,1,0.48287589504079226,0.35466059891818824,0.034254332693208434
sd15,coco2014_COCO_val2014_000000397628,0,0.5409897621089464,0.3431910162592787,-0.0059829492596185085
sd15,coco2014_COCO_val2014_000000397628,1,0.4473969364048237,0.3633926297384277,-0.03186300383801871
sd15,coco2014_COCO_val2014_000000328818,0,0.39336629152792263,0.37328128992101756,0.04919703801797487
sd15,coco2014_COCO_val2014_000000328818,1,0.4905522372256458,0.35306912757926406,0.013481052796388282
sdxl,coco2014_COCO_val2014_000000313399,0,0.6205449421454813,0.3391886132178592,0.049531300953079005
sdxl,coco2014_COCO_val2014_000000396676,0,0.21836020752966628,0.378622060778793,-0.032009583352864635
sdxl,coco2014_COCO_val2014_000000068005,0,0.36393249770591496,0.36487257588266586,0.02646922375494215
sdxl,coco2014_COCO_val2014_000000025138,0,0.3806332828974829,0.36294235063263197,0.03029206523937039
sdxl,coco2014_COCO_val2014_000000087581,0,0.20491286571455558,0.3797094860132203,-0.036575972554776626
sdxl,coco2014_COCO_val2014_000000523517,0,0.13335365797000348,0.38540902601363414,-0.002856955266324457
sdxl,coco2014_COCO_val2014_000000107839,0,0.7719526387095573,0.3256832794319702,-0.03241945683852876
sdxl,coco2014_COCO_val2014_000000125997,0,0.4973296978117089,0.3508978745953534,-0.001138082703924015
sdxl,coco2014_COCO_val2014_000000304964,0,0.44065069105057003,0.35653202927894173,0.0017587940944620017
sdxl,coco2014_COCO_val2014_000000474465,0,0.18159779335057796,0.3802166174499753,-0.019170393235279692
sdxl,coco2014_COCO_val2014_000000214363,0,0.41364817660437564,0.3586608038031805,-0.0002409767996428558
sdxl,coco2014_COCO_val2014_000000207239,0,0.44911848167198276,0.35681766841281415,-0.04369750995222016
sdxl,coco2014_COCO_val2014_000000552979,0,0.23697465455653025,0.3746933532288431,0.04713283975176247
sdxl,coco2014_COCO_val2014_000000482242,0,0.2461873219854172,0.37355840618033137,0.03139208263049931
sdxl,coco2014_COCO_val2014_000000061897,0,0.2129882004287343,0.37812281434126954,-0.003443109116295584
sdxl,coco2014_COCO_val2014_000000263073,0,0.5980356379794076,0.3413479898598154,-0.017451049770664306
sdxl,coco2014_COCO_val2014_000000275751,0,0.34771960619024045,0.36534603011028144,-0.004437349083941999
sdxl,coco2014_COCO_val2014_000000112820,0,0.24244459949931096,0.37509332538734164,-0.0059504182325917365
sdxl,coco2014_COCO_val2014_000000492271,0,0.31169305365445016,0.3689382979346656,-0.013673694486471766
sdxl,coco2014_COCO_val2014_000000097967,0,0.3380185017802029,0.36683340331072567,-0.026034272977569717
sdxl,coco2014_COCO_val2014_000000064779,0,0.4306277783401738,0.35786624233881764,-0.008099690598671383
sdxl,coco2014_COCO_val2014_000000532983,0,0.21498352423849632,0.3772769576116764,0.005918890351935102
sdxl,coco2014_COCO_val2014_000000454478,0,0.28639175171171793,0.37094955029504273,0.006817870075593702
sdxl,coco2014_COCO_val2014_000000241867,0,0.5704575887062983,0.34433004751596996,-0.0012575728375215367
sdxl,coco2014_COCO_val2014_000000172279,0,0.13231866818284319,0.38614524432798075,-0.00527790030580455
sdxl,coco2014_COCO_val2014_000000417373,0,0.30406894699198206,0.36907461943563175,0.02783906428945898
sdxl,coco2014_COCO_val2014_000000249534,0,0.4731990023632521,0.3532392545501102,0.05262589154750674
sdxl,coco2014_COCO_val2014_000000078176,0,0.512363712450435,0.35003820504342215,-0.0040612176391323085
sdxl,coco2014_COCO_val2014_000000371529,0,0.4166032979109368,0.3580528154950648,-0.0005909177651937658
sdxl,coco2014_COCO_val2014_000000389869,0,0.13040138886018868,0.386285513377428,0.005837186269708694
sdxl,coco2014_COCO_val2014_000000074591,0,0.1643186223129296,0.3831937131427646,0.021618313514949195
sdxl,coco2014_COCO_val2014_000000468778,0,0.2619082566209441,0.37448358616393396,0.0218020596380612
sdxl,coco2014_COCO_val2014_000000218855,0,0.3147886461194318,0.36843869202672613,0.0025204072117677723
sdxl,coco2014_COCO_val2014_000000556130,0,0.1762184496307882,0.38208133127759936,-0.037803946441576364
sdxl,coco2014_COCO_val2014_000000040102,0,0.026070451892478565,0.3979800474909948,-0.022277820110922608
sdxl,coco2014_COCO_val2014_000000341118,0,0.7186693280180847,0.3296846897235233,-0.003566352725535127
sdxl,coco2014_COCO_val2014_000000228722,0,0.3866409561452747,0.3619100705844088,0.0184141775827964
sdxl,coco2014_COCO_val2014_000000579673,0,0.6524004403598054,0.33674088552400916,-0.0031023587253860008
sdxl,coco2014_COCO_val2014_000000508167,0,0.9098331128675972,0.313019106797921,-0.005270080807317723
sdxl,coco2014_COCO_val2014_000000377427,0,0.2901421662635116,0.3700383279530634,0.015946022313337138
sdxl,coco2014_COCO_val2014_000000293452,0,0.154586845513954,0.3836290264404301,-0.009181211977840886
sdxl,coco2014_COCO_val2014_000000176606,0,0.08648656016141527,0.3918002651024282,-0.00994353861600522
sdxl,coco2014_COCO_val2014_000000158250,0,0.543277926600733,0.3470283271179594,-0.017725895255192692
sdxl,coco2014_COCO_val2014_000000194780,0,0.634396496568846,0.33825209031155223,0.03956551469214936
sdxl,coco2014_COCO_val2014_000000389308,0,0.513816681681139,0.34934753996172463,0.017090722208787712
sdxl,coco2014_COCO_val2014_000000172553,0,0.518087036938494,0.34908222921407334,-0.03431196325292524
sdxl,coco2014_COCO_val2014_000000500316,0,0.1273900459764252,0.387126542216849,-0.014547975477746888
sdxl,coco2014_COCO_val2014_000000438505,0,0.445603880744469,0.35619189434270027,0.017483670378886762
sdxl,coco2014_COCO_val2014_000000079446,0,0.6532195696031953,0.33626625538338384,-0.01075677530574004
sdxl,coco2014_COCO_val2014_000000279806,0,0.698343340808228,0.33106379912867084,0.03557025802293168
sdxl,coco2014_COCO_val2014_000000289714,0,0.15849259898368043,0.38589455885653046,-0.07123382150521812
sdxl,coco2014_COCO_val2014_000000092624,0,0.00656981988232305,0.3963277823956117,0.030797739552954506
sdxl,coco2014_COCO_val2014_000000417339,0,0.29306474367751995,0.37035207751177335,0.03009081901161803
sdxl,coco2014_COCO_val2014_000000059532,0,0.13065104147348267,0.38483396477221843,0.01781569904450342
sdxl,coco2014_COCO_val2014_000000262576,0,0.5001376336798815,0.35093038071047217,0.01730616314825484
sdxl,coco2014_COCO_val2014_000000304305,0,0.39350794052769383,0.36046723193271174,-0.042930832065947444
sdxl,coco2014_COCO_val2014_000000068257,0,0.4088384928061469,0.35919410687481934,-0.010311500215100522
sdxl,coco2014_COCO_val2014_000000100510,0,0.2571921176433648,0.3738816142667317,0.02331644616903661
sdxl,coco2014_COCO_val2014_000000397628,0,0.526690751511211,0.34882483133511544,-0.01161676433545522
sdxl,coco2014_COCO_val2014_000000328818,0,0.19254113707754955,0.379515876327719,0.04296245161127343
sdxl,coco2014_COCO_val2014_000000025138,1,0.7567096181462123,0.32729578616711846,-0.022712365385782196
sdxl,coco2014_COCO_val2014_000000040102,1,0.4324057803097556,0.35827882663091676,-0.007368953802322664
sdxl,coco2014_COCO_val2014_000000059532,1,0.9385310542346395,0.3109046150164046,-0.008302383965256233
sdxl,coco2014_COCO_val2014_000000061897,1,0.7332670813479647,0.3283928935091824,0.0014899097343597512
sdxl,coco2014_COCO_val2014_000000064779,1,0.5257710631470559,0.3489985527271565,-0.010833578945842748
sdxl,coco2014_COCO_val2014_000000068005,1,0.42706436149948307,0.35872195781689914,-0.02511292028095924
sdxl,coco2014_COCO_val2014_000000068257,1,0.671856450588348,0.33443829423035415,0.02035388055183529
sdxl,coco2014_COCO_val2014_000000074591,1,0.5517957624902883,0.3467221111159284,-0.051215505073419376
sdxl,coco2014_COCO_val2014_000000078176,1,0.25638392959920264,0.37418559502357474,-0.010322644282149684
sdxl,coco2014_COCO_val2014_000000079446,1,0.720521768795373,0.32993667283488637,0.005067331378987017
sdxl,coco2014_COCO_val2014_000000087581,1,0.3394325887854159,0.36679328758908536,0.027194079697064943
sdxl,coco2014_COCO_val2014_000000092624,1,0.3362941987241063,0.36586304499603034,-0.015634147886717853
sdxl,coco2014_COCO_val2014_000000097967,1,0.5444007516380646,0.34718531400272,-0.043364946318240505
sdxl,coco2014_COCO_val2014_000000100510,1,0.4131214319592167,0.3591648740365187,0.022493809303318624
sdxl,coco2014_COCO_val2014_000000107839,1,0.791256841254205,0.32380261678401584,-0.012186821466242836
sdxl,coco2014_COCO_val2014_000000112820,1,0.6403866424761914,0.3382265513222172,0.01668310791692157
sdxl,coco2014_COCO_val2014_000000125997,1,0.7411301169935263,0.32777148925251204,0.010689003082976989
sdxl,coco2014_COCO_val2014_000000158250,1,0.8042150080970544,0.32268238427527657,-0.03606480745030832
sdxl,coco2014_COCO_val2014_000000172279,1,0.3255660292050467,0.36770390099717243,-0.010150433834084205
sdxl,coco2014_COCO_val2014_000000172553,1,0.4960176139584796,0.3511873091037881,0.0083169830978147
sdxl,coco2014_COCO_val2014_000000176606,1,0.2871056986588577,0.372261509013778,-0.013516531323897019
sdxl,coco2014_COCO_val2014_000000194780,1,0.7375817782387648,0.3284489383225888,-0.02993361903519981
sdxl,coco2014_COCO_val2014_000000207239,1,0.8930538981470759,0.31397774772283016,-0.01957451320931669
sdxl,coco2014_COCO_val2014_000000214363,1,0.8012497369266394,0.3218103851254728,0.004207653143562695
sdxl,coco2014_COCO_val2014_000000218855,1,0.5900069762214424,0.3422616603922392,0.014994526704663058
sdxl,coco2014_COCO_val2014_000000228722,1,0.7263487682274045,0.3295796792805791,0.010424182017717554
sdxl,coco2014_COCO_val2014_000000241867,1,0.6159599023844915,0.3399838942841654,-0.02736316973714148
sdxl,coco2014_COCO_val2014_000000249534,1,0.6461107244792168,0.3368108363934498,-0.01974319601631369
sdxl,coco2014_COCO_val2014_000000262576,1,0.916537553146193,0.3120261647033816,-0.036286285934825524
sdxl,coco2014_COCO_val2014_000000263073,1,0.7468576407381592,0.32718099588667326,0.0076526038733874535
sdxl,coco2014_COCO_val2014_000000275751,1,0.5649137941076592,0.34492050175381095,-0.0072275721019924855
sdxl,coco2014_COCO_val2014_000000279806,1,0.6281528007950566,0.33792402051257464,-0.006376432567139767
sdxl,coco2014_COCO_val2014_000000289714,1,0.6014759807581853,0.3416600509334161,-0.0032529288884898255
sdxl,coco2014_COCO_val2014_000000293452,1,0.66247597591583,0.3357354871027896,0.03710771055962869
sdxl,coco2014_COCO_val2014_000000304305,1,0.7570600217027237,0.3251741162053633,0.031359498410039766
sdxl,coco2014_COCO_val2014_000000304964,1,0.7017828392452011,0.33134704119014613,0.03639500766206055
sdxl,coco2014_COCO_val2014_000000313399,1,0.7441134835742467,0.32735761046828604,0.007045939652223554
sdxl,coco2014_COCO_val2014_000000328818,1,0.6427798980566737,0.33715739316993726,-0.005071615721619571
sdxl,coco2014_COCO_val2014_000000341118,1,0.708636363448418,0.330662102364018,0.02230147779962338
sdxl,coco2014_COCO_val2014_000000371529,1,0.8157248951282883,0.31988519415187555,0.011186944394376841
sdxl,coco2014_COCO_val2014_000000377427,1,0.5698419814677141,0.3438978944540665,0.02285141838907423
sdxl,coco2014_COCO_val2014_000000389308,1,0.641277070159125,0.3369079071718864,0.028280073819105578
sdxl,coco2014_COCO_val2014_000000389869,1,0.7733316228753925,0.32416444004242384,0.04103397046440138
sdxl,coco2014_COCO_val2014_000000396676,1,0.7200700767022595,0.32855031244282357,0.03740000839400365
sdxl,coco2014_COCO_val2014_000000397628,1,0.6680181761975532,0.33527777087750227,0.0114897145254374
sdxl,coco2014_COCO_val2014_000000417339,1,0.816546227702054,0.32227489921151714,-0.013831640791348687
sdxl,coco2014_COCO_val2014_000000417373,1,0.629583970165114,0.3379301150471955,0.025339174588483004
sdxl,coco2014_COCO_val2014_000000438505,1,0.6447841885764605,0.3369709551862899,0.03194076321581879
sdxl,coco2014_COCO_val2014_000000454478,1,0.6552308314514672,0.3361335279284866,0.0026234652396037172
sdxl,coco2014_COCO_val2014_000000468778,1,0.4923783222198653,0.3518583118850223,-0.005132339150851595
sdxl,coco2014_COCO_val2014_000000474465,1,0.6929385848440821,0.33403658446678924,-0.054885570479573875
sdxl,coco2014_COCO_val2014_000000482242,1,0.595608005128951,0.3418121990094177,-0.014839923931943944
sdxl,coco2014_COCO_val2014_000000492271,1,0.6440556287957305,0.3380023246443357,0.0021543105063489
sdxl,coco2014_COCO_val2014_000000500316,1,0.6769499838537346,0.3334563988424578,0.01845498162308934
sdxl,coco2014_COCO_val2014_000000508167,1,0.5703296337455148,0.3443514413652306,-0.015116780817695796
sdxl,coco2014_COCO_val2014_000000523517,1,0.713209379090715,0.332147075187584,-0.02475820280888763
sdxl,coco2014_COCO_val2014_000000532983,1,0.5996258469364981,0.34108929936578375,0.02972028380495295
sdxl,coco2014_COCO_val2014_000000552979,1,0.8078595116840791,0.32323245684043933,-0.048226024702731574
sdxl,coco2014_COCO_val2014_000000556130,1,0.5585830635297652,0.34630484192116745,-0.02529244710614248
sdxl,coco2014_COCO_val2014_000000579673,1,0.35862267090346095,0.3639920578539276,-0.00024587700612699326
pixart_dit,coco2014_COCO_val2014_000000313399,0,0.5521490765670631,0.3519064497140674,0.03681346445687078
pixart_dit,coco2014_COCO_val2014_000000396676,0,0.3462447243354775,0.36817545616068426,-0.021562978734755878
pixart_dit,coco2014_COCO_val2014_000000068005,0,0.27068216083186514,0.37342781650444495,0.01791398313316306
pixart_dit,coco2014_COCO_val2014_000000025138,0,0.2683973748102896,0.37350688986422387,0.019727526007778495
pixart_dit,coco2014_COCO_val2014_000000087581,0,0.17984655552640277,0.38101556893246485,-0.03788205547402118
pixart_dit,coco2014_COCO_val2014_000000523517,0,0.13094796759177849,0.38247114494663437,8.09258006753133e-05
pixart_dit,coco2014_COCO_val2014_000000107839,0,0.6213893963178768,0.3492530886491292,-0.05598926605568777
pixart_dit,coco2014_COCO_val2014_000000125997,0,0.4629953892417304,0.35914375803297166,-0.0093839661415423
pixart_dit,coco2014_COCO_val2014_000000304964,0,0.31927047655697366,0.3698517839326195,-0.011560960559215794
pixart_dit,coco2014_COCO_val2014_000000474465,0,0.1202766837855638,0.3842188796555395,-0.023172655440843903
pixart_dit,coco2014_COCO_val2014_000000214363,0,0.39166702890060473,0.3642482794637411,-0.00582845246020347
pixart_dit,coco2014_COCO_val2014_000000207239,0,0.378305472042841,0.36619021897025705,-0.053070060509663064
pixart_dit,coco2014_COCO_val2014_000000552979,0,0.21117529425788387,0.3760034726685366,0.045822720312068965
pixart_dit,coco2014_COCO_val2014_000000482242,0,0.36893177626336704,0.36491763218386025,0.040032856626970426
pixart_dit,coco2014_COCO_val2014_000000061897,0,0.24029221401029507,0.37552330217003965,-0.0008435969450656944
pixart_dit,coco2014_COCO_val2014_000000263073,0,0.4205460046959505,0.3621296554653141,-0.03823271537616302
pixart_dit,coco2014_COCO_val2014_000000275751,0,0.5163935785670668,0.3553087216407982,0.005599959385541253
pixart_dit,coco2014_COCO_val2014_000000112820,0,0.2581850153871587,0.3740874883719071,-0.004944581217157185
pixart_dit,coco2014_COCO_val2014_000000492271,0,0.3312790949428675,0.3686844156328475,-0.013419812184653657
pixart_dit,coco2014_COCO_val2014_000000097967,0,0.34308884977706067,0.3678982507536991,-0.027099120420543132
pixart_dit,coco2014_COCO_val2014_000000064779,0,0.6130308717715357,0.34844215933336675,0.0013243924067795065
pixart_dit,coco2014_COCO_val2014_000000532983,0,0.427066079672813,0.36103000125927764,0.022165846704333858
pixart_dit,coco2014_COCO_val2014_000000454478,0,0.24090252669663648,0.3751391976473976,0.0026282227232388156
pixart_dit,coco2014_COCO_val2014_000000241867,0,0.5844424473252683,0.35075664704633125,-0.007684172367882824
pixart_dit,coco2014_COCO_val2014_000000172279,0,0.47110261209263493,0.3586500689643735,0.022217275057802688
pixart_dit,coco2014_COCO_val2014_000000417373,0,0.3725818208076044,0.365633281218265,0.03128040250682573
