generator,content_id,label,s_vae_oof_mean
sdxl,coco2014_COCO_val2014_000000079446,0,0.6532195696031953
sdxl,coco2014_COCO_val2014_000000279806,0,0.698343340808228
sdxl,coco2014_COCO_val2014_000000289714,0,0.15849259898368043
sdxl,coco2014_COCO_val2014_000000092624,0,0.00656981988232305
sdxl,coco2014_COCO_val2014_000000417339,0,0.29306474367751995
sdxl,coco2014_COCO_val2014_000000059532,0,0.13065104147348267
sdxl,coco2014_COCO_val2014_000000262576,0,0.5001376336798815
sdxl,coco2014_COCO_val2014_000000304305,0,0.39350794052769383
sdxl,coco2014_COCO_val2014_000000068257,0,0.4088384928061469
sdxl,coco2014_COCO_val2014_000000100510,0,0.2571921176433648
sdxl,coco2014_COCO_val2014_000000397628,0,0.526690751511211
sdxl,coco2014_COCO_val2014_000000328818,0,0.19254113707754955
sdxl,coco2014_COCO_val2014_000000025138,1,0.7567096181462123
sdxl,coco2014_COCO_val2014_000000040102,1,0.4324057803097556
sdxl,coco2014_COCO_val2014_000000059532,1,0.9385310542346395
sdxl,coco2014_COCO_val2014_000000061897,1,0.7332670813479647
sdxl,coco2014_COCO_val2014_000000064779,1,0.5257710631470559
sdxl,coco2014_COCO_val2014_000000068005,1,0.42706436149948307
sdxl,coco2014_COCO_val2014_000000068257,1,0.671856450588348
sdxl,coco2014_COCO_val2014_000000074591,1,0.5517957624902883
sdxl,coco2014_COCO_val2014_000000078176,1,0.25638392959920264
sdxl,coco2014_COCO_val2014_000000079446,1,0.720521768795373
sdxl,coco2014_COCO_val2014_000000087581,1,0.3394325887854159
sdxl,coco2014_COCO_val2014_000000092624,1,0.3362941987241063
sdxl,coco2014_COCO_val2014_000000097967,1,0.5444007516380646
sdxl,coco2014_COCO_val2014_000000100510,1,0.4131214319592167
sdxl,coco2014_COCO_val2014_000000107839,1,0.791256841254205
sdxl,coco2014_COCO_val2014_000000112820,1,0.6403866424761914
sdxl,coco2014_COCO_val2014_000000125997,1,0.7411301169935263
sdxl,coco2014_COCO_val2014_000000158250,1,0.8042150080970544
sdxl,coco2014_COCO_val2014_000000172279,1,0.3255660292050467
sdxl,coco2014_COCO_val2014_000000172553,1,0.4960176139584796
sdxl,coco2014_COCO_val2014_000000176606,1,0.2871056986588577
sdxl,coco2014_COCO_val2014_000000194780,1,0.7375817782387648
sdxl,coco2014_COCO_val2014_000000207239,1,0.8930538981470759
sdxl,coco2014_COCO_val2014_000000214363,1,0.8012497369266394
sdxl,coco2014_COCO_val2014_000000218855,1,0.5900069762214424
sdxl,coco2014_COCO_val2014_000000228722,1,0.7263487682274045
sdxl,coco2014_COCO_val2014_000000241867,1,0.6159599023844915
sdxl,coco2014_COCO_val2014_000000249534,1,0.6461107244792168
sdxl,coco2014_COCO_val2014_000000262576,1,0.916537553146193
sdxl,coco2014_COCO_val2014_000000263073,1,0.7468576407381592
sdxl,coco2014_COCO_val2014_000000275751,1,0.5649137941076592
sdxl,coco2014_COCO_val2014_000000279806,1,0.6281528007950566
sdxl,coco2014_COCO_val2014_000000289714,1,0.6014759807581853
sdxl,coco2014_COCO_val2014_000000293452,1,0.66247597591583
sdxl,coco2014_COCO_val2014_000000304305,1,0.7570600217027237
sdxl,coco2014_COCO_val2014_000000304964,1,0.7017828392452011
sdxl,coco2014_COCO_val2014_000000313399,1,0.7441134835742467
sdxl,coco2014_COCO_val2014_000000328818,1,0.6427798980566737
sdxl,coco2014_COCO_val2014_000000341118,1,0.708636363448418
sdxl,coco2014_COCO_val2014_000000371529,1,0.8157248951282883
sdxl,coco2014_COCO_val2014_000000377427,1,0.5698419814677141
sdxl,coco2014_COCO_val2014_000000389308,1,0.641277070159125
sdxl,coco2014_COCO_val2014_000000389869,1,0.7733316228753925
sdxl,coco2014_COCO_val2014_000000396676,1,0.7200700767022595
sdxl,coco2014_COCO_val2014_000000397628,1,0.6680181761975532
sdxl,coco2014_COCO_val2014_000000417339,1,0.816546227702054
sdxl,coco2014_COCO_val2014_000000417373,1,0.629583970165114
sdxl,coco2014_COCO_val2014_000000438505,1,0.6447841885764605
sdxl,coco2014_COCO_val2014_000000454478,1,0.6552308314514672
sdxl,coco2014_COCO_val2014_000000468778,1,0.4923783222198653
sdxl,coco2014_COCO_val2014_000000474465,1,0.6929385848440821
sdxl,coco2014_COCO_val2014_000000482242,1,0.595608005128951
sdxl,coco2014_COCO_val2014_000000492271,1,0.6440556287957305
sdxl,coco2014_COCO_val2014_000000500316,1,0.6769499838537346
sdxl,coco2014_COCO_val2014_000000508167,1,0.5703296337455148
sdxl,coco2014_COCO_val2014_000000523517,1,0.713209379090715
sdxl,coco2014_COCO_val2014_000000532983,1,0.5996258469364981
sdxl,coco2014_COCO_val2014_000000552979,1,0.8078595116840791
sdxl,coco2014_COCO_val2014_000000556130,1,0.5585830635297652
sdxl,coco2014_COCO_val2014_000000579673,1,0.35862267090346095
pixart_dit,coco2014_COCO_val2014_000000313399,0,0.5521490765670631
pixart_dit,coco2014_COCO_val2014_000000396676,0,0.3462447243354775
pixart_dit,coco2014_COCO_val2014_000000068005,0,0.27068216083186514
pixart_dit,coco2014_COCO_val2014_000000025138,0,0.2683973748102896
pixart_dit,coco2014_COCO_val2014_000000087581,0,0.17984655552640277
pixart_dit,coco2014_COCO_val2014_000000523517,0,0.13094796759177849
pixart_dit,coco2014_COCO_val2014_000000107839,0,0.6213893963178768
pixart_dit,coco2014_COCO_val2014_000000125997,0,0.4629953892417304
pixart_dit,coco2014_COCO_val2014_000000304964,0,0.31927047655697366
pixart_dit,coco2014_COCO_val2014_000000474465,0,0.1202766837855638
pixart_dit,coco2014_COCO_val2014_000000214363,0,0.39166702890060473
pixart_dit,coco2014_COCO_val2014_000000207239,0,0.378305472042841
pixart_dit,coco2014_COCO_val2014_000000552979,0,0.21117529425788387
pixart_dit,coco2014_COCO_val2014_000000482242,0,0.36893177626336704
pixart_dit,coco2014_COCO_val2014_000000061897,0,0.24029221401029507
pixart_dit,coco2014_COCO_val2014_000000263073,0,0.4205460046959505
pixart_dit,coco2014_COCO_val2014_000000275751,0,0.5163935785670668
pixart_dit,coco2014_COCO_val2014_000000112820,0,0.2581850153871587
pixart_dit,coco2014_COCO_val2014_000000492271,0,0.3312790949428675
pixart_dit,coco2014_COCO_val2014_000000097967,0,0.34308884977706067
pixart_dit,coco2014_COCO_val2014_000000064779,0,0.6130308717715357
pixart_dit,coco2014_COCO_val2014_000000532983,0,0.427066079672813
pixart_dit,coco2014_COCO_val2014_000000454478,0,0.24090252669663648
pixart_dit,coco2014_COCO_val2014_000000241867,0,0.5844424473252683
pixart_dit,coco2014_COCO_val2014_000000172279,0,0.47110261209263493
pixart_dit,coco2014_COCO_val2014_000000417373,0,0.3725818208076044
pixart_dit,coco2014_COCO_val2014_000000249534,0,0.4468044841575708
pixart_dit,coco2014_COCO_val2014_000000078176,0,0.6439995490798068
pixart_dit,coco2014_COCO_val2014_000000371529,0,0.3950763011580364
pixart_dit,coco2014_COCO_val2014_000000389869,0,0.16173534515934201
pixart_dit,coco2014_COCO_val2014_000000074591,0,0.1349277114783172
pixart_dit,coco2014_COCO_val2014_000000468778,0,0.3334125348655532
pixart_dit,coco2014_COCO_val2014_000000218855,0,0.3583933066612533
pixart_dit,coco2014_COCO_val2014_000000556130,0,0.24386763535528297
pixart_dit,coco2014_COCO_val2014_000000040102,0,0.12473122473638679
pixart_dit,coco2014_COCO_val2014_000000341118,0,0.3461651905510489
pixart_dit,coco2014_COCO_val2014_000000228722,0,0.46622003362319464
pixart_dit,coco2014_COCO_val2014_000000579673,0,0.5837957628312604
pixart_dit,coco2014_COCO_val2014_000000508167,0,0.7438567062572498
pixart_dit,coco2014_COCO_val2014_000000377427,0,0.36541348268647134
pixart_dit,coco2014_COCO_val2014_000000293452,0,0.13117885082995828
pixart_dit,coco2014_COCO_val2014_000000176606,0,0.14977967012727267
pixart_dit,coco2014_COCO_val2014_000000158250,0,0.4684767409102927
pixart_dit,coco2014_COCO_val2014_000000194780,0,0.563496335940971
pixart_dit,coco2014_COCO_val2014_000000389308,0,0.4861512995950818
pixart_dit,coco2014_COCO_val2014_000000172553,0,0.6395326599595876
pixart_dit,coco2014_COCO_val2014_000000500316,0,0.13025706223761963
pixart_dit,coco2014_COCO_val2014_000000438505,0,0.3866496697409687
pixart_dit,coco2014_COCO_val2014_000000079446,0,0.5159122225159471
pixart_dit,coco2014_COCO_val2014_000000279806,0,0.8087158362160742
pixart_dit,coco2014_COCO_val2014_000000289714,0,0.38260844494623136
pixart_dit,coco2014_COCO_val2014_000000092624,0,0.28512435609320363
pixart_dit,coco2014_COCO_val2014_000000417339,0,0.3700012677480623
pixart_dit,coco2014_COCO_val2014_000000059532,0,0.45540113355535894
pixart_dit,coco2014_COCO_val2014_000000262576,0,0.30814923469734273
pixart_dit,coco2014_COCO_val2014_000000304305,0,0.31558857969883
pixart_dit,coco2014_COCO_val2014_000000068257,0,0.44720578421997353
pixart_dit,coco2014_COCO_val2014_000000100510,0,0.2208104978149179
pixart_dit,coco2014_COCO_val2014_000000397628,0,0.5533341119963346
pixart_dit,coco2014_COCO_val2014_000000328818,0,0.26979072120987274
pixart_dit,coco2014_COCO_val2014_000000025138,1,0.7440962572758335
pixart_dit,coco2014_COCO_val2014_000000040102,1,0.5776815849216379
pixart_dit,coco2014_COCO_val2014_000000059532,1,0.7611557327664445
pixart_dit,coco2014_COCO_val2014_000000061897,1,0.5418675342611082
pixart_dit,coco2014_COCO_val2014_000000064779,1,0.7191837952639957
pixart_dit,coco2014_COCO_val2014_000000068005,1,0.6494907745737292
pixart_dit,coco2014_COCO_val2014_000000068257,1,0.5985478901785717
pixart_dit,coco2014_COCO_val2014_000000074591,1,0.46981779893512404
pixart_dit,coco2014_COCO_val2014_000000078176,1,0.3912089722015981
pixart_dit,coco2014_COCO_val2014_000000079446,1,0.6244254903932013
pixart_dit,coco2014_COCO_val2014_000000087581,1,0.47435498360554706
pixart_dit,coco2014_COCO_val2014_000000092624,1,0.28077612388958545
pixart_dit,coco2014_COCO_val2014_000000097967,1,0.759397023554836
pixart_dit,coco2014_COCO_val2014_000000100510,1,0.7743574000019698
pixart_dit,coco2014_COCO_val2014_000000107839,1,0.7213504426091726
pixart_dit,coco2014_COCO_val2014_000000112820,1,0.5819648549242944
pixart_dit,coco2014_COCO_val2014_000000125997,1,0.46865295748489455
pixart_dit,coco2014_COCO_val2014_000000158250,1,0.757892037590847
pixart_dit,coco2014_COCO_val2014_000000172279,1,0.5643593710772624
pixart_dit,coco2014_COCO_val2014_000000172553,1,0.3410265363085601
pixart_dit,coco2014_COCO_val2014_000000176606,1,0.24602091959885888
pixart_dit,coco2014_COCO_val2014_000000194780,1,0.625462564458115
pixart_dit,coco2014_COCO_val2014_000000207239,1,0.7350837323655488
pixart_dit,coco2014_COCO_val2014_000000214363,1,0.5843018690409474
pixart_dit,coco2014_COCO_val2014_000000218855,1,0.6958975953622923
pixart_dit,coco2014_COCO_val2014_000000228722,1,0.7539664512801043
pixart_dit,coco2014_COCO_val2014_000000241867,1,0.66287949799501
pixart_dit,coco2014_COCO_val2014_000000249534,1,0.6247891768914454
pixart_dit,coco2014_COCO_val2014_000000262576,1,0.65159704117327
pixart_dit,coco2014_COCO_val2014_000000263073,1,0.6656151756702524
pixart_dit,coco2014_COCO_val2014_000000275751,1,0.6224579150953959
pixart_dit,coco2014_COCO_val2014_000000279806,1,0.7357038475559976
pixart_dit,coco2014_COCO_val2014_000000289714,1,0.7341951615316755
pixart_dit,coco2014_COCO_val2014_000000293452,1,0.4295821717149919
pixart_dit,coco2014_COCO_val2014_000000304305,1,0.6643645274631325
pixart_dit,coco2014_COCO_val2014_000000304964,1,0.6503204340590616
pixart_dit,coco2014_COCO_val2014_000000313399,1,0.7117493876016473
pixart_dit,coco2014_COCO_val2014_000000328818,1,0.7234400899134348
pixart_dit,coco2014_COCO_val2014_000000341118,1,0.7158884135902064
pixart_dit,coco2014_COCO_val2014_000000371529,1,0.6904859533665081
pixart_dit,coco2014_COCO_val2014_000000377427,1,0.5312216071940747
pixart_dit,coco2014_COCO_val2014_000000389308,1,0.5881976347487982
pixart_dit,coco2014_COCO_val2014_000000389869,1,0.5694560685130915
pixart_dit,coco2014_COCO_val2014_000000396676,1,0.4287212772730567
pixart_dit,coco2014_COCO_val2014_000000397628,1,0.49143901382810606
pixart_dit,coco2014_COCO_val2014_000000417339,1,0.6810775089354997
pixart_dit,coco2014_COCO_val2014_000000417373,1,0.5319619167344464
pixart_dit,coco2014_COCO_val2014_000000438505,1,0.6631919304637206
pixart_dit,coco2014_COCO_val2014_000000454478,1,0.6179203032335707
pixart_dit,coco2014_COCO_val2014_000000468778,1,0.7236764134417231
pixart_dit,coco2014_COCO_val2014_000000474465,1,0.6244976437668928
pixart_dit,coco2014_COCO_val2014_000000482242,1,0.7885931026487214
pixart_dit,coco2014_COCO_val2014_000000492271,1,0.6264142081867944
pixart_dit,coco2014_COCO_val2014_000000500316,1,0.5072609455729428
pixart_dit,coco2014_COCO_val2014_000000508167,1,0.8096043724939715
pixart_dit,coco2014_COCO_val2014_000000523517,1,0.6455233538314473
pixart_dit,coco2014_COCO_val2014_000000532983,1,0.6947265167190292
pixart_dit,coco2014_COCO_val2014_000000552979,1,0.6189276946809571
pixart_dit,coco2014_COCO_val2014_000000556130,1,0.7160199594414358
pixart_dit,coco2014_COCO_val2014_000000579673,1,0.7639068318866291
amused,coco2014_COCO_val2014_000000313399,0,0.5719869853338543
amused,coco2014_COCO_val2014_000000313399,1,0.8495637453132497
amused,coco2014_COCO_val2014_000000396676,0,0.07229662084078178
amused,coco2014_COCO_val2014_000000396676,1,0.7352227803725897
amused,coco2014_COCO_val2014_000000068005,0,0.3040997922677094
amused,coco2014_COCO_val2014_000000068005,1,0.6919621711204291
amused,coco2014_COCO_val2014_000000025138,0,0.2314356764380736
amused,coco2014_COCO_val2014_000000025138,1,0.7502555015587088
amused,coco2014_COCO_val2014_000000087581,0,0.14779293545159472
amused,coco2014_COCO_val2014_000000087581,1,0.5589706690087621
amused,coco2014_COCO_val2014_000000523517,0,0.07294108798755074
amused,coco2014_COCO_val2014_000000523517,1,0.8477299938140691
amused,coco2014_COCO_val2014_000000107839,0,0.5727626699421499
amused,coco2014_COCO_val2014_000000107839,1,0.8465388934289828
amused,coco2014_COCO_val2014_000000125997,0,0.37680450134926946
amused,coco2014_COCO_val2014_000000125997,1,0.5025622981114338
amused,coco2014_COCO_val2014_000000304964,0,0.2986211178242922
amused,coco2014_COCO_val2014_000000304964,1,0.8695077169474688
amused,coco2014_COCO_val2014_000000474465,0,0.059496943579982364
amused,coco2014_COCO_val2014_000000474465,1,0.8283136171130376
amused,coco2014_COCO_val2014_000000214363,0,0.17483405241580552
amused,coco2014_COCO_val2014_000000214363,1,0.819825387312427
amused,coco2014_COCO_val2014_000000207239,0,0.45694160897629815
amused,coco2014_COCO_val2014_000000207239,1,0.7990746746398061
amused,coco2014_COCO_val2014_000000552979,0,0.10507843541618907
amused,coco2014_COCO_val2014_000000552979,1,0.7521700180008399
amused,coco2014_COCO_val2014_000000482242,0,0.15068119448817777
amused,coco2014_COCO_val2014_000000482242,1,0.8441066695570802
amused,coco2014_COCO_val2014_000000061897,0,0.09546313305570456
amused,coco2014_COCO_val2014_000000061897,1,0.7572913757774296
amused,coco2014_COCO_val2014_000000263073,0,0.3328152664284534
amused,coco2014_COCO_val2014_000000263073,1,0.86827570364324
amused,coco2014_COCO_val2014_000000275751,0,0.11209032947015334
amused,coco2014_COCO_val2014_000000275751,1,0.6388627223307776
amused,coco2014_COCO_val2014_000000112820,0,0.08569848935694738
amused,coco2014_COCO_val2014_000000112820,1,0.7137338342246429
amused,coco2014_COCO_val2014_000000492271,0,0.17849146959186293
amused,coco2014_COCO_val2014_000000492271,1,0.7194296894139531
amused,coco2014_COCO_val2014_000000097967,0,0.24562574169998333
amused,coco2014_COCO_val2014_000000097967,1,0.8174167905843646
amused,coco2014_COCO_val2014_000000064779,0,0.3663237385170898
amused,coco2014_COCO_val2014_000000064779,1,0.8424593408756682
amused,coco2014_COCO_val2014_000000532983,0,0.0949886906957303
amused,coco2014_COCO_val2014_000000532983,1,0.7949395773266268
amused,coco2014_COCO_val2014_000000454478,0,0.2186565598805636
amused,coco2014_COCO_val2014_000000454478,1,0.8747026882540656
amused,coco2014_COCO_val2014_000000241867,0,0.28529523389665307
amused,coco2014_COCO_val2014_000000241867,1,0.7424542665222215
amused,coco2014_COCO_val2014_000000172279,0,0.04826090752630198
amused,coco2014_COCO_val2014_000000172279,1,0.7744579610192777
amused,coco2014_COCO_val2014_000000417373,0,0.16569452167911736
