tensor,content_id,paired_cosine
cond,coco2014_COCO_val2014_000000025138,0.5579196438937313
cond,coco2014_COCO_val2014_000000040102,0.5799678018888852
cond,coco2014_COCO_val2014_000000059532,0.5096638512119779
cond,coco2014_COCO_val2014_000000061897,0.5146154066755714
cond,coco2014_COCO_val2014_000000064779,0.5140018964897374
cond,coco2014_COCO_val2014_000000068005,0.5156629876644016
cond,coco2014_COCO_val2014_000000068257,0.5306101300365906
cond,coco2014_COCO_val2014_000000074591,0.5443083177832932
cond,coco2014_COCO_val2014_000000078176,0.5071973165154775
cond,coco2014_COCO_val2014_000000079446,0.5224270431348464
cond,coco2014_COCO_val2014_000000087581,0.4954827444688338
cond,coco2014_COCO_val2014_000000092624,0.5537767213663677
cond,coco2014_COCO_val2014_000000097967,0.5107351176447251
cond,coco2014_COCO_val2014_000000100510,0.48882384887289587
cond,coco2014_COCO_val2014_000000107839,0.4839033968770274
cond,coco2014_COCO_val2014_000000112820,0.4881986429553751
cond,coco2014_COCO_val2014_000000125997,0.5020371142468648
cond,coco2014_COCO_val2014_000000158250,0.4564135333642353
cond,coco2014_COCO_val2014_000000172279,0.5263893820287908
cond,coco2014_COCO_val2014_000000172553,0.44172368421984887
cond,coco2014_COCO_val2014_000000176606,0.508803043401443
cond,coco2014_COCO_val2014_000000194780,0.5372995830710341
cond,coco2014_COCO_val2014_000000207239,0.48212140085496624
cond,coco2014_COCO_val2014_000000214363,0.5163406099666847
cond,coco2014_COCO_val2014_000000218855,0.47043406842334684
cond,coco2014_COCO_val2014_000000228722,0.531785527537992
cond,coco2014_COCO_val2014_000000241867,0.5251798244459857
cond,coco2014_COCO_val2014_000000249534,0.5243072332066547
cond,coco2014_COCO_val2014_000000262576,0.5004931249760425
cond,coco2014_COCO_val2014_000000263073,0.4584110437398632
cond,coco2014_COCO_val2014_000000275751,0.5197803074310385
cond,coco2014_COCO_val2014_000000279806,0.4854013828023402
cond,coco2014_COCO_val2014_000000289714,0.4880726851523501
cond,coco2014_COCO_val2014_000000293452,0.4994969332974032
cond,coco2014_COCO_val2014_000000304305,0.4822489927475526
cond,coco2014_COCO_val2014_000000304964,0.485497645731696
cond,coco2014_COCO_val2014_000000313399,0.5320538708780265
cond,coco2014_COCO_val2014_000000328818,0.5258610396959196
cond,coco2014_COCO_val2014_000000341118,0.4790631529635791
cond,coco2014_COCO_val2014_000000371529,0.5241394764596299
cond,coco2014_COCO_val2014_000000377427,0.5510822868132589
cond,coco2014_COCO_val2014_000000389308,0.5303905147523537
cond,coco2014_COCO_val2014_000000389869,0.506062418602258
cond,coco2014_COCO_val2014_000000396676,0.5222967349332656
cond,coco2014_COCO_val2014_000000397628,0.47402462468567386
cond,coco2014_COCO_val2014_000000417339,0.5773108889172224
cond,coco2014_COCO_val2014_000000417373,0.5118697363111838
cond,coco2014_COCO_val2014_000000438505,0.4809074381351454
cond,coco2014_COCO_val2014_000000454478,0.5368470200665727
cond,coco2014_COCO_val2014_000000468778,0.5157969924182538
cond,coco2014_COCO_val2014_000000474465,0.49856175778989875
cond,coco2014_COCO_val2014_000000482242,0.5408423934271096
cond,coco2014_COCO_val2014_000000492271,0.5335005585701762
cond,coco2014_COCO_val2014_000000500316,0.5197361160880571
cond,coco2014_COCO_val2014_000000508167,0.504249564445699
cond,coco2014_COCO_val2014_000000523517,0.5219310727628077
cond,coco2014_COCO_val2014_000000532983,0.5070236035836551
cond,coco2014_COCO_val2014_000000552979,0.5328972163779543
cond,coco2014_COCO_val2014_000000556130,0.5214657429102236
cond,coco2014_COCO_val2014_000000579673,0.4669427313455422
uncond,coco2014_COCO_val2014_000000025138,0.5491110889727051
uncond,coco2014_COCO_val2014_000000040102,0.5788492833796232
uncond,coco2014_COCO_val2014_000000059532,0.5095395472279146
uncond,coco2014_COCO_val2014_000000061897,0.5168592387530804
uncond,coco2014_COCO_val2014_000000064779,0.5129967664135741
uncond,coco2014_COCO_val2014_000000068005,0.5144864986217655
uncond,coco2014_COCO_val2014_000000068257,0.529523097131347
uncond,coco2014_COCO_val2014_000000074591,0.5393016710810076
uncond,coco2014_COCO_val2014_000000078176,0.5049774849578135
uncond,coco2014_COCO_val2014_000000079446,0.52135440639064
uncond,coco2014_COCO_val2014_000000087581,0.49528472621083924
uncond,coco2014_COCO_val2014_000000092624,0.5548302491058625
uncond,coco2014_COCO_val2014_000000097967,0.5106478273678012
uncond,coco2014_COCO_val2014_000000100510,0.49228372365872775
uncond,coco2014_COCO_val2014_000000107839,0.48236981807467916
uncond,coco2014_COCO_val2014_000000112820,0.48841969643061245
uncond,coco2014_COCO_val2014_000000125997,0.5024171607373763
uncond,coco2014_COCO_val2014_000000158250,0.45706405398165534
uncond,coco2014_COCO_val2014_000000172279,0.5248667884689201
uncond,coco2014_COCO_val2014_000000172553,0.4444133295239252
uncond,coco2014_COCO_val2014_000000176606,0.5083965672440007
uncond,coco2014_COCO_val2014_000000194780,0.5344063061947982
uncond,coco2014_COCO_val2014_000000207239,0.480776376656159
uncond,coco2014_COCO_val2014_000000214363,0.5166988096939462
uncond,coco2014_COCO_val2014_000000218855,0.47263163081382215
uncond,coco2014_COCO_val2014_000000228722,0.5291667280940302
uncond,coco2014_COCO_val2014_000000241867,0.5236600931555571
uncond,coco2014_COCO_val2014_000000249534,0.5259790192286325
uncond,coco2014_COCO_val2014_000000262576,0.5001541110031293
uncond,coco2014_COCO_val2014_000000263073,0.4650737231750284
uncond,coco2014_COCO_val2014_000000275751,0.5178264001525429
uncond,coco2014_COCO_val2014_000000279806,0.48753889064434114
uncond,coco2014_COCO_val2014_000000289714,0.4874514697892805
uncond,coco2014_COCO_val2014_000000293452,0.5030339790589252
uncond,coco2014_COCO_val2014_000000304305,0.4856194921575811
uncond,coco2014_COCO_val2014_000000304964,0.4841737527409373
uncond,coco2014_COCO_val2014_000000313399,0.5274171571439059
uncond,coco2014_COCO_val2014_000000328818,0.526653046562553
uncond,coco2014_COCO_val2014_000000341118,0.4792043515569051
uncond,coco2014_COCO_val2014_000000371529,0.5224212397258334
uncond,coco2014_COCO_val2014_000000377427,0.5479697312118786
uncond,coco2014_COCO_val2014_000000389308,0.5306612067367004
uncond,coco2014_COCO_val2014_000000389869,0.5053613395647915
uncond,coco2014_COCO_val2014_000000396676,0.5224307503831866
uncond,coco2014_COCO_val2014_000000397628,0.47330580429446756
uncond,coco2014_COCO_val2014_000000417339,0.5775667234221734
uncond,coco2014_COCO_val2014_000000417373,0.5143782644782455
uncond,coco2014_COCO_val2014_000000438505,0.48029154878196983
uncond,coco2014_COCO_val2014_000000454478,0.5350148563632044
uncond,coco2014_COCO_val2014_000000468778,0.5126044576805724
uncond,coco2014_COCO_val2014_000000474465,0.49953528021061977
uncond,coco2014_COCO_val2014_000000482242,0.5393191549551569
uncond,coco2014_COCO_val2014_000000492271,0.5300277042368923
uncond,coco2014_COCO_val2014_000000500316,0.5190841627075644
uncond,coco2014_COCO_val2014_000000508167,0.5033761992276883
uncond,coco2014_COCO_val2014_000000523517,0.5214359599765318
uncond,coco2014_COCO_val2014_000000532983,0.504340165800023
uncond,coco2014_COCO_val2014_000000552979,0.5305796973023613
uncond,coco2014_COCO_val2014_000000556130,0.5187354309722949
uncond,coco2014_COCO_val2014_000000579673,0.4679440418619282
guidance,coco2014_COCO_val2014_000000025138,0.7226635670139114
guidance,coco2014_COCO_val2014_000000040102,0.6681569963563827
guidance,coco2014_COCO_val2014_000000059532,0.7042150326817276
guidance,coco2014_COCO_val2014_000000061897,0.6705913850564591
guidance,coco2014_COCO_val2014_000000064779,0.5443876104490868
guidance,coco2014_COCO_val2014_000000068005,0.6471197475743109
guidance,coco2014_COCO_val2014_000000068257,0.665611102153038
guidance,coco2014_COCO_val2014_000000074591,0.6875742910132283
guidance,coco2014_COCO_val2014_000000078176,0.5539108475011265
guidance,coco2014_COCO_val2014_000000079446,0.7031855922043673
guidance,coco2014_COCO_val2014_000000087581,0.25561149625200696
guidance,coco2014_COCO_val2014_000000092624,0.5604586341741442
guidance,coco2014_COCO_val2014_000000097967,0.48760357530289355
guidance,coco2014_COCO_val2014_000000100510,0.689632980021297
guidance,coco2014_COCO_val2014_000000107839,0.4741308018851388
guidance,coco2014_COCO_val2014_000000112820,0.5491305720396499
guidance,coco2014_COCO_val2014_000000125997,0.5720241877072613
guidance,coco2014_COCO_val2014_000000158250,0.4590409198316404
guidance,coco2014_COCO_val2014_000000172279,0.7373162342568087
guidance,coco2014_COCO_val2014_000000172553,0.5800311665077802
guidance,coco2014_COCO_val2014_000000176606,0.47880918801004924
guidance,coco2014_COCO_val2014_000000194780,0.4065996933768732
guidance,coco2014_COCO_val2014_000000207239,0.48282904934572135
guidance,coco2014_COCO_val2014_000000214363,0.5153323334057529
guidance,coco2014_COCO_val2014_000000218855,0.5907914165589747
guidance,coco2014_COCO_val2014_000000228722,0.5627710078575026
guidance,coco2014_COCO_val2014_000000241867,0.7546219505595284
guidance,coco2014_COCO_val2014_000000249534,0.6970551096378763
guidance,coco2014_COCO_val2014_000000262576,0.6341592834258059
guidance,coco2014_COCO_val2014_000000263073,0.12383985927380346
guidance,coco2014_COCO_val2014_000000275751,0.5233791157129061
guidance,coco2014_COCO_val2014_000000279806,0.41278497495494804
guidance,coco2014_COCO_val2014_000000289714,0.3675812540233069
guidance,coco2014_COCO_val2014_000000293452,0.5442712893776108
guidance,coco2014_COCO_val2014_000000304305,0.37355707935749416
guidance,coco2014_COCO_val2014_000000304964,0.7842261896333234
guidance,coco2014_COCO_val2014_000000313399,0.757131039284222
guidance,coco2014_COCO_val2014_000000328818,0.709527309793718
guidance,coco2014_COCO_val2014_000000341118,0.32521246762324973
guidance,coco2014_COCO_val2014_000000371529,0.6229096659033743
guidance,coco2014_COCO_val2014_000000377427,0.6193672906672972
guidance,coco2014_COCO_val2014_000000389308,0.5433223328975662
guidance,coco2014_COCO_val2014_000000389869,0.634045691157991
guidance,coco2014_COCO_val2014_000000396676,0.3734159480106738
guidance,coco2014_COCO_val2014_000000397628,0.619197758304575
guidance,coco2014_COCO_val2014_000000417339,0.8954147622561891
guidance,coco2014_COCO_val2014_000000417373,0.5016827534070943
guidance,coco2014_COCO_val2014_000000438505,0.6807848125281429
guidance,coco2014_COCO_val2014_000000454478,0.6379699741743571
guidance,coco2014_COCO_val2014_000000468778,0.6127673599683868
guidance,coco2014_COCO_val2014_000000474465,0.7585833288619692
guidance,coco2014_COCO_val2014_000000482242,0.6940622132557779
guidance,coco2014_COCO_val2014_000000492271,0.49911419217493413
guidance,coco2014_COCO_val2014_000000500316,0.523179872542199
guidance,coco2014_COCO_val2014_000000508167,0.5942572982691311
guidance,coco2014_COCO_val2014_000000523517,0.5562470003086766
guidance,coco2014_COCO_val2014_000000532983,0.6236583553266872
guidance,coco2014_COCO_val2014_000000552979,0.3934613608193927
guidance,coco2014_COCO_val2014_000000556130,0.5949242903137821
guidance,coco2014_COCO_val2014_000000579673,0.37536498289153325
dz,coco2014_COCO_val2014_000000025138,0.5619342199107729
dz,coco2014_COCO_val2014_000000040102,0.5783899369457859
dz,coco2014_COCO_val2014_000000059532,0.4262860624423007
dz,coco2014_COCO_val2014_000000061897,0.4644967822614064
dz,coco2014_COCO_val2014_000000064779,0.6275398002305546
dz,coco2014_COCO_val2014_000000068005,0.4736193026858229
dz,coco2014_COCO_val2014_000000068257,0.48217645874732185
dz,coco2014_COCO_val2014_000000074591,0.41452634406214023
dz,coco2014_COCO_val2014_000000078176,0.51237254729888
dz,coco2014_COCO_val2014_000000079446,0.5998458458530262
dz,coco2014_COCO_val2014_000000087581,0.3807911939213301
dz,coco2014_COCO_val2014_000000092624,0.528426414849139
dz,coco2014_COCO_val2014_000000097967,0.5458926754296933
dz,coco2014_COCO_val2014_000000100510,0.4118879376016023
dz,coco2014_COCO_val2014_000000107839,0.42049542801724066
dz,coco2014_COCO_val2014_000000112820,0.4559599452455007
dz,coco2014_COCO_val2014_000000125997,0.5843175073876956
dz,coco2014_COCO_val2014_000000158250,0.4521322939726429
dz,coco2014_COCO_val2014_000000172279,0.4390324814793967
dz,coco2014_COCO_val2014_000000172553,0.43767445334149746
dz,coco2014_COCO_val2014_000000176606,0.4336431709703501
dz,coco2014_COCO_val2014_000000194780,0.5257196960441258
dz,coco2014_COCO_val2014_000000207239,0.46765948704390947
dz,coco2014_COCO_val2014_000000214363,0.33686248201383545
dz,coco2014_COCO_val2014_000000218855,0.32646429122074677
dz,coco2014_COCO_val2014_000000228722,0.4456994072186889
dz,coco2014_COCO_val2014_000000241867,0.4254562081259936
dz,coco2014_COCO_val2014_000000249534,0.36706462375131194
dz,coco2014_COCO_val2014_000000262576,0.5406742349634068
dz,coco2014_COCO_val2014_000000263073,0.4444474117282677
dz,coco2014_COCO_val2014_000000275751,0.515670800383484
dz,coco2014_COCO_val2014_000000279806,0.503172592363252
dz,coco2014_COCO_val2014_000000289714,0.57905712708118
dz,coco2014_COCO_val2014_000000293452,0.36098430142491333
dz,coco2014_COCO_val2014_000000304305,0.5633987881007416
dz,coco2014_COCO_val2014_000000304964,0.44556658032574953
dz,coco2014_COCO_val2014_000000313399,0.49969356699037
dz,coco2014_COCO_val2014_000000328818,0.5109809611644311
dz,coco2014_COCO_val2014_000000341118,0.37692354554142726
dz,coco2014_COCO_val2014_000000371529,0.5291054732139733
dz,coco2014_COCO_val2014_000000377427,0.5108688273612348
dz,coco2014_COCO_val2014_000000389308,0.6150121296497985
dz,coco2014_COCO_val2014_000000389869,0.37367763287820654
dz,coco2014_COCO_val2014_000000396676,0.45439070973687257
dz,coco2014_COCO_val2014_000000397628,0.48910827142894536
dz,coco2014_COCO_val2014_000000417339,0.44736387140323897
dz,coco2014_COCO_val2014_000000417373,0.45139514097033107
dz,coco2014_COCO_val2014_000000438505,0.4186100056167124
dz,coco2014_COCO_val2014_000000454478,0.475168321524184
dz,coco2014_COCO_val2014_000000468778,0.3989699296109367
dz,coco2014_COCO_val2014_000000474465,0.4717705720012404
dz,coco2014_COCO_val2014_000000482242,0.38131046994408574
dz,coco2014_COCO_val2014_000000492271,0.3998197606330236
dz,coco2014_COCO_val2014_000000500316,0.38884361310872695
dz,coco2014_COCO_val2014_000000508167,0.5640882823528309
dz,coco2014_COCO_val2014_000000523517,0.4834228047115777
dz,coco2014_COCO_val2014_000000532983,0.44588370017025736
dz,coco2014_COCO_val2014_000000552979,0.563565001220915
dz,coco2014_COCO_val2014_000000556130,0.4368247202077618
dz,coco2014_COCO_val2014_000000579673,0.5406064564178052
